;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
2394;Hugo Sotelo;es ESP;MF;Celta Vigo;es La Liga;19-098;2003;0.2;100.0;115.0;87.0;1325.0;430.0;55.0;60.0;91.7;45.0;45.0;100.0;0.00;5.00;0.0;0.00;0.00;0.00;0.00;0.00;10.0;0.00;0.00;10.0;Matches;3aa74860
2395;Florian Sotoca;fr FRA;FWMF;Lens;fr Ligue 1;32-153;1990;25.5;32.9;43.1;76.3;565.1;155.9;15.2;18.2;83.4;12.5;16.4;76.5;3.53;5.25;67.2;0.27;0.27;0.21;0.00;1.92;3.49;1.69;0.55;5.61;Matches;7a42d0df
2396;Riccardo Sottil;it ITA;FW;Fiorentina;it Serie A;23-297;1999;5.0;26.8;33.0;81.2;466.0;85.2;12.2;13.6;89.7;11.8;14.8;79.7;2.60;3.40;76.5;0.40;0.20;0.12;0.20;2.20;2.00;0.80;0.20;3.80;Matches;94816803
2397;Tomáš Sou?ek;cz CZE;MF;West Ham;eng Premier League;28-028;1995;22.2;24.2;33.2;73.0;402.2;121.2;12.0;15.7;76.5;8.96;11.5;77.7;2.30;3.42;67.1;0.05;0.04;0.04;0.00;0.50;2.21;0.41;0.18;3.15;Matches;6613c819
2398;Matìas Soulé;ar ARG;MFDF;Juventus;it Serie A;19-346;2003;3.6;32.2;38.9;82.9;517.8;97.8;18.1;20.0;90.3;8.89;11.1;80.0;4.17;5.83;71.4;0.00;0.11;0.08;-0.11;2.22;1.67;0.56;0.28;2.50;Matches;c13ddd3e
2399;Moussa Soumano;fr FRA;FWMF;Ajaccio;fr Ligue 1;17-261;2005;2.3;5.65;10.0;56.5;71.3;11.3;4.35;6.09;71.4;1.30;1.74;75.0;0.00;0.00;;0.00;0.04;0.04;-0.04;1.30;0.00;0.43;0.43;0.00;Matches;86a49468
2400;Adama Soumaoro;fr FRA;DF;Bologna;it Serie A;30-282;1992;15.7;46.8;50.5;92.7;888.1;289.5;16.1;16.9;95.1;26.5;28.0;94.8;3.82;4.46;85.7;0.00;0.00;0.01;0.00;0.06;1.40;0.06;0.00;2.23;Matches;7b075c75
2401;Boubakary Soumaré;fr FRA;MF;Leicester City;eng Premier League;24-028;1999;10.3;46.9;53.1;88.3;702.7;185.3;26.0;27.8;93.7;17.2;19.8;86.8;2.14;2.62;81.5;0.00;0.02;0.02;-0.02;0.49;3.59;0.19;0.10;3.98;Matches;ae59b359
2402;Arnaud Souquet;fr FRA;DFFW;Montpellier;fr Ligue 1;31-043;1992;4.0;26.0;34.3;75.9;377.3;172.5;16.3;18.8;86.7;7.25;10.0;72.5;1.00;2.50;40.0;0.00;0.13;0.07;-0.13;0.75;1.75;0.25;0.25;2.50;Matches;4e0afc5d
2403;Dyego Sousa;pt POR;FW;Almería;es La Liga;33-194;1989;4.1;17.8;26.3;67.6;232.0;56.8;9.51;13.7;69.6;6.59;8.54;77.1;0.24;0.98;25.0;0.24;0.20;0.20;0.05;1.46;0.00;0.98;0.00;2.44;Matches;e4738e91
2404;Harry Souttar;au AUS;DF;Leicester City;eng Premier League;24-156;1998;7.0;47.1;56.7;83.1;875.1;349.1;14.9;16.3;91.2;28.6;32.7;87.3;3.14;5.71;55.0;0.14;0.03;0.01;0.11;0.29;4.29;0.14;0.00;3.57;Matches;0a6cb1b1
2405;Vinicius Souza;br BRA;MF;Espanyol;es La Liga;23-283;1999;22.5;27.8;34.6;80.4;477.6;128.4;12.9;14.7;87.9;11.2;13.4;83.4;2.76;4.22;65.3;0.00;0.02;0.02;-0.02;0.36;3.29;0.13;0.04;3.24;Matches;6a8a7af8
2406;Djibril Sow;ch SUI;MF;Eint Frankfurt;de Bundesliga;26-049;1997;21.7;45.7;53.8;84.8;779.9;238.5;19.7;22.4;88.0;21.8;24.0;90.6;3.09;4.56;67.7;0.00;0.04;0.05;-0.04;0.55;4.38;0.69;0.05;6.31;Matches;4c6facae
2407;Ça?lar Söyüncü;tr TUR;DF;Leicester City;eng Premier League;26-308;1996;0.9;43.3;54.4;79.6;741.1;231.1;18.9;20.0;94.4;23.3;28.9;80.8;1.11;5.56;20.0;0.00;0.00;0.00;0.00;0.00;2.22;0.00;0.00;3.33;Matches;21166ff4
2408;Kevin Spadanuda;ch SUI;MFFW;Ajaccio;fr Ligue 1;26-070;1997;5.8;18.8;23.1;81.3;273.4;43.4;10.7;12.9;82.7;6.55;7.93;82.6;0.52;1.03;50.0;0.00;0.03;0.03;-0.03;0.86;1.55;0.00;0.00;1.72;Matches;a45a5d95
2409;Djed Spence;eng ENG;FWDF;Tottenham;eng Premier League;22-230;2000;0.1;50.0;90.0;55.6;600.0;40.0;40.0;50.0;80.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;9bc9a519
2410;Djed Spence;eng ENG;DF;Rennes;fr Ligue 1;22-230;2000;6.3;42.2;47.9;88.1;642.5;135.9;20.8;23.0;90.3;19.5;21.7;89.8;0.79;1.75;45.5;0.00;0.02;0.03;-0.02;0.16;3.49;0.79;0.16;3.33;Matches;9bc9a519
2411;Stijn Spierings;nl NED;MF;Toulouse;fr Ligue 1;27-015;1996;28.0;49.5;58.4;84.8;898.6;281.5;21.6;24.3;89.0;20.4;22.7;89.8;5.86;8.39;69.8;0.00;0.07;0.05;-0.07;0.68;5.71;0.71;0.14;6.57;Matches;a08985b8
2412;Leonardo Spinazzola;it ITA;DF;Roma;it Serie A;30-002;1993;13.5;40.2;52.6;76.5;700.8;226.5;18.5;21.1;87.7;17.0;21.4;79.2;3.78;7.04;53.7;0.22;0.10;0.09;0.13;1.04;1.70;1.48;0.59;3.11;Matches;3626daea
2413;Marco Sportiello;it ITA;GK;Atalanta;it Serie A;30-321;1992;6.9;28.1;35.1;80.2;772.8;529.7;4.64;4.64;100.0;15.5;15.8;98.2;7.97;14.6;54.5;0.00;0.00;0.00;0.00;0.00;0.14;0.00;0.00;0.29;Matches;ac4003af
2414;Jack Stacey;eng ENG;DF;Bournemouth;eng Premier League;26-355;1996;3.3;21.8;38.2;57.1;319.4;111.8;12.4;15.8;78.8;7.88;14.2;55.3;0.91;3.64;25.0;0.00;0.00;0.00;0.00;0.00;1.82;0.30;0.30;0.61;Matches;558807c0
2415;Anton Stach;de GER;MF;Mainz 05;de Bundesliga;24-132;1998;16.9;27.1;40.4;67.2;437.4;164.0;13.7;18.2;75.3;9.53;13.5;70.6;2.54;5.21;48.9;0.18;0.15;0.18;0.03;1.48;3.20;1.01;0.18;5.21;Matches;0f59a7bf
2416;Kostas Stafylidis;gr GRE;DFMF;Bochum;de Bundesliga;29-115;1993;8.9;27.9;38.8;71.9;545.1;201.5;11.2;12.8;87.7;12.5;16.4;76.0;3.82;7.75;49.3;0.22;0.03;0.04;0.19;0.45;2.13;0.56;0.45;2.81;Matches;8,61E+118
2417;Jens Stage;dk DEN;MF;Werder Bremen;de Bundesliga;26-139;1996;13.4;20.8;30.8;67.6;305.2;93.6;12.2;15.3;79.5;7.01;9.78;71.8;0.82;2.24;36.7;0.07;0.06;0.10;0.01;0.90;1.72;1.04;0.22;3.13;Matches;1fffae99
2418;Josip Staniši?;hr CRO;DF;Bayern Munich;de Bundesliga;22-359;2000;5.2;87.7;96.7;90.7;1424.0;421.2;44.2;47.1;93.9;36.2;38.8;93.1;5.96;8.65;68.9;0.00;0.08;0.13;-0.08;0.58;5.77;1.92;0.58;11.3;Matches;7ed08d5c
2419;Junior Stanislas;eng ENG;MF;Bournemouth;eng Premier League;33-121;1989;0.7;31.4;40.0;78.6;470.0;101.4;17.1;20.0;85.7;12.9;15.7;81.8;0.00;1.43;0.0;0.00;0.14;0.29;-0.14;2.86;4.29;0.00;0.00;5.71;Matches;6992791d
2420;Jay Stansfield;eng ENG;FW;Fulham;eng Premier League;20-123;2002;1.0;9.00;23.0;39.1;82.0;32.0;7.00;8.00;87.5;1.00;7.00;14.3;0.00;3.00;0.0;0.00;0.10;0.00;-0.10;1.00;0.00;0.00;0.00;0.00;Matches;b2626673
2421;Niklas Stark;de GER;DF;Werder Bremen;de Bundesliga;27-347;1995;14.6;49.2;59.5;82.7;1013.7;384.0;14.3;16.0;89.7;27.4;31.0;88.5;7.26;11.0;65.8;0.00;0.02;0.02;-0.02;0.21;3.15;0.27;0.00;3.29;Matches;aad48be9
2422;Jason Steele;eng ENG;GK;Brighton;eng Premier League;32-221;1990;3.0;32.3;36.3;89.0;601.3;422.3;16.0;16.0;100.0;11.3;11.3;100.0;4.67;8.67;53.8;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;28300a16
2423;Calvin Stengs;nl NED;FW;Nice;fr Ligue 1;24-099;1998;2.4;34.2;41.7;82.0;536.7;105.8;18.8;22.9;81.8;12.9;14.2;91.2;1.25;2.92;42.9;0.00;0.04;0.17;-0.04;0.42;4.58;0.83;0.00;5.00;Matches;8f7e6783
2424;Pascal Stenzel;de GER;DF;Stuttgart;de Bundesliga;27-007;1996;3.6;47.2;60.6;78.0;1035.0;386.4;18.9;20.8;90.7;15.8;19.7;80.3;12.2;18.3;66.7;0.28;0.17;0.17;0.11;2.22;2.78;1.11;0.56;3.33;Matches;99f7e9aa
2425;Jack Stephens;eng ENG;DF;Southampton;eng Premier League;29-059;1994;0.5;46.0;56.0;82.1;796.0;214.0;18.0;20.0;90.0;26.0;34.0;76.5;2.00;2.00;100.0;0.00;0.00;0.00;0.00;0.00;6.00;0.00;0.00;6.00;Matches;6adbc307
2426;Jack Stephens;eng ENG;DF;Bournemouth;eng Premier League;29-059;1994;8.0;24.0;30.4;79.0;485.8;178.3;7.63;8.50;89.7;12.8;15.3;83.6;3.25;5.50;59.1;0.00;0.03;0.03;-0.03;0.38;1.38;0.25;0.25;1.50;Matches;6adbc307
2427;Raheem Sterling;eng ENG;FWMF;Chelsea;eng Premier League;28-109;1994;14.9;24.4;32.8;74.2;309.3;69.0;15.1;18.0;84.0;6.58;8.99;73.1;0.94;1.61;58.3;0.13;0.23;0.17;-0.10;1.74;1.28;1.68;0.47;2.82;Matches;b400bde0
2428;Angelo Stiller;de GER;MF;Hoffenheim;de Bundesliga;21-357;2001;6.6;34.4;46.1;74.7;533.6;144.7;19.5;23.5;83.2;10.9;13.5;80.9;2.58;4.24;60.7;0.15;0.08;0.08;0.08;0.45;2.58;0.76;0.00;4.39;Matches;3b1ed320
2429;Lars Stindl;de GER;FWMF;M'Gladbach;de Bundesliga;34-213;1988;14.2;30.1;38.0;79.3;462.0;130.0;16.1;19.0;84.8;10.2;12.3;83.3;2.04;3.10;65.9;0.42;0.27;0.20;0.15;1.76;3.17;0.99;0.00;3.80;Matches;7cd6badb
2430;Kevin Stöger;at AUT;MF;Bochum;de Bundesliga;29-212;1993;21.5;38.7;55.8;69.4;709.9;267.4;17.6;21.3;82.4;14.0;19.3;72.9;5.72;11.2;51.3;0.05;0.19;0.25;-0.14;2.33;5.21;1.49;0.37;6.88;Matches;e5649a78
2431;Petar Stojanovi?;si SVN;DF;Empoli;it Serie A;27-171;1995;15.3;46.9;59.2;79.2;804.8;301.8;24.1;27.5;87.6;17.4;21.2;82.1;4.84;8.04;60.2;0.07;0.06;0.07;0.01;1.05;3.40;1.18;0.33;5.29;Matches;13b44b02
2432;John Stones;eng ENG;DF;Manchester City;eng Premier League;28-303;1994;14.1;74.0;79.5;93.1;1261.6;363.8;34.5;36.2;95.5;33.2;35.0;94.7;5.32;6.60;80.6;0.14;0.09;0.06;0.05;0.43;5.60;0.14;0.00;5.46;Matches;5eecec3d
2433;Jørgen Strand Larsen;no NOR;FW;Celta Vigo;es La Liga;23-049;2000;13.9;12.4;18.2;68.0;154.4;22.6;7.34;10.5;69.9;2.88;4.32;66.7;0.50;0.86;58.3;0.22;0.14;0.07;0.08;0.58;0.72;0.14;0.00;0.72;Matches;f553b2b3
2434;Gabriel Strefezza;br BRA;FW;Lecce;it Serie A;25-343;1997;19.5;20.1;33.0;60.9;374.1;119.4;9.79;12.7;77.3;6.26;9.95;62.9;3.54;7.59;46.6;0.05;0.12;0.12;-0.07;1.49;2.26;1.28;0.62;3.44;Matches;674cfc5a
2435;Dávid Strelec;sk SVK;FW;Spezia;it Serie A;21-357;2001;1.9;13.2;22.6;58.1;154.7;15.8;10.0;14.2;70.4;2.63;4.74;55.6;0.00;0.53;0.0;0.00;0.05;0.05;-0.05;0.53;0.53;0.00;0.00;0.53;Matches;2cb9486d
2436;Pascal Struijk;nl NED;DF;Leeds United;eng Premier League;23-228;1999;18.7;45.6;57.8;78.9;652.6;298.9;26.6;30.2;88.1;15.7;19.7;79.4;1.87;4.12;45.5;0.05;0.12;0.06;-0.07;0.64;4.12;0.64;0.16;5.45;Matches;f4d296e4
2437;Cristhian Stuani;uy URU;FW;Girona;es La Liga;36-166;1986;7.9;10.1;13.5;74.8;124.7;12.4;6.46;7.85;82.3;2.15;3.42;63.0;0.51;0.76;66.7;0.00;0.11;0.08;-0.11;0.76;0.63;0.38;0.00;1.14;Matches;220c11f1
2438;Damián Suárez;uy URU;DFMF;Getafe;es La Liga;34-334;1988;12.3;34.8;50.2;69.3;614.9;275.0;17.2;20.7;83.5;12.7;16.5;76.8;3.82;9.92;38.5;0.00;0.09;0.08;-0.09;1.30;2.85;1.06;0.49;4.39;Matches;ba5004e1
2439;Denis Suárez;es ESP;MF;Espanyol;es La Liga;29-080;1994;4.1;33.7;42.7;78.9;515.4;136.6;19.5;22.7;86.0;11.2;12.9;86.8;2.44;6.10;40.0;0.00;0.17;0.20;-0.17;1.71;2.93;0.73;0.24;3.66;Matches;12c50af5
2440;Mario Suárez;es ESP;DFMF;Rayo Vallecano;es La Liga;36-031;1987;0.1;20.0;30.0;66.7;280.0;60.0;10.0;10.0;100.0;10.0;20.0;50.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;7106f0a0
2441;Gabriel Suazo;cl CHI;DF;Toulouse;fr Ligue 1;25-230;1997;6.8;53.2;62.2;85.6;838.8;339.9;27.6;30.4;90.8;20.4;23.4;87.4;3.53;4.56;77.4;0.15;0.06;0.07;0.09;0.74;3.82;0.88;0.29;5.59;Matches;39b326ed
2442;Isaac Success;ng NGA;FW;Udinese;it Serie A;27-079;1996;17.9;18.7;29.3;63.9;272.5;56.3;10.3;14.6;70.2;5.14;7.43;69.2;1.56;2.57;60.9;0.34;0.22;0.18;0.12;1.51;1.12;1.01;0.06;2.74;Matches;f573a8bf
2443;Niklas Süle;de GER;DF;Dortmund;de Bundesliga;27-205;1995;15.8;70.3;78.3;89.8;1313.9;425.6;28.6;30.6;93.4;30.8;33.4;92.0;9.49;11.5;82.4;0.19;0.11;0.06;0.08;0.70;4.24;0.32;0.06;5.63;Matches;e33c06cf
2444;Ibrahim Sulemana;gh GHA;MF;Hellas Verona;it Serie A;19-309;2003;4.0;18.3;25.8;70.9;339.3;122.3;7.75;9.00;86.1;7.75;9.75;79.5;2.25;4.00;56.3;0.00;0.05;0.03;-0.05;0.75;3.50;0.25;0.25;2.75;Matches;230c3f3a
2445;Kamaldeen Sulemana;gh GHA;FWMF;Southampton;eng Premier League;21-040;2002;5.8;19.5;27.1;72.0;297.1;65.2;9.83;12.4;79.2;6.21;7.41;83.7;1.72;3.62;47.6;0.00;0.07;0.07;-0.07;1.55;1.38;1.03;0.17;3.79;Matches;a62f8bf1
2446;Kamaldeen Sulemana;gh GHA;FWMF;Rennes;fr Ligue 1;21-040;2002;3.6;35.3;43.1;81.9;628.1;115.3;17.8;20.3;87.7;11.9;13.3;89.6;4.44;6.11;72.7;0.00;0.17;0.25;-0.17;1.67;1.94;1.39;0.56;5.00;Matches;a62f8bf1
2447;Crysencio Summerville;nl NED;FW;Leeds United;eng Premier League;21-148;2001;11.3;21.5;28.9;74.3;272.4;80.4;14.1;17.5;80.3;5.31;6.73;78.9;0.71;1.86;38.1;0.18;0.11;0.06;0.07;0.88;1.24;0.97;0.18;2.83;Matches;df04eb4b
2448;Ivan Šunji?;hr CRO;MF;Hertha BSC;de Bundesliga;26-169;1996;11.0;24.5;32.8;74.8;404.5;136.2;13.1;15.6;83.7;8.36;10.7;78.0;2.18;4.09;53.3;0.00;0.02;0.04;-0.02;0.36;3.09;0.36;0.00;2.73;Matches;e18098de
2449;Sam Surridge;eng ENG;FW;Nott'ham Forest;eng Premier League;24-242;1998;3.1;10.3;22.6;45.7;150.3;48.4;5.81;11.9;48.6;3.87;7.10;54.5;0.32;0.97;33.3;0.00;0.03;0.00;-0.03;0.32;1.29;0.00;0.00;1.94;Matches;b017b770
2450;Suso;es ESP;MFFW;Sevilla;es La Liga;29-128;1993;6.7;45.5;56.7;80.3;833.6;186.6;23.0;24.6;93.3;15.7;19.7;79.5;6.27;9.55;65.6;0.15;0.22;0.21;-0.07;2.69;3.43;2.69;0.60;8.21;Matches;4e219ad2
2451;Mattias Svanberg;se SWE;MF;Wolfsburg;de Bundesliga;24-081;1999;14.3;18.0;26.1;69.2;291.2;93.6;8.25;11.2;73.8;6.92;9.02;76.7;1.75;3.29;53.2;0.28;0.21;0.19;0.07;1.12;1.75;0.98;0.28;3.71;Matches;92d83c27
2452;Williot Swedberg;se SWE;MF;Celta Vigo;es La Liga;19-054;2004;0.4;27.5;30.0;91.7;370.0;92.5;17.5;20.0;87.5;7.50;7.50;100.0;0.00;0.00;;0.00;0.00;0.25;0.00;0.00;2.50;2.50;0.00;7.50;Matches;184fe4b2
2453;Issiaga Sylla;gn GUI;DF;Montpellier;fr Ligue 1;29-085;1994;7.0;54.6;67.7;80.6;895.1;276.7;28.1;32.1;87.6;20.4;24.9;82.2;4.43;6.57;67.4;0.43;0.26;0.07;0.17;2.00;3.43;1.00;0.29;6.00;Matches;b99bec05
2454;Issiaga Sylla;gn GUI;DF;Toulouse;fr Ligue 1;29-085;1994;15.2;42.4;55.1;77.0;642.8;250.1;22.3;26.8;83.3;16.2;20.2;80.1;2.04;3.68;55.4;0.00;0.03;0.07;-0.03;0.39;3.82;1.32;0.26;6.25;Matches;b99bec05
2455;Wojciech Szcz?sny;pl POL;GK;Juventus;it Serie A;32-343;1990;18.5;21.5;28.1;76.3;645.1;460.1;2.92;2.92;100.0;9.95;10.0;99.5;8.59;15.0;57.2;0.00;0.00;0.00;0.00;0.00;0.16;0.00;0.00;0.00;Matches;01b8a2b2
2456;Dominik Szoboszlai;hu HUN;MFFW;RB Leipzig;de Bundesliga;22-153;2000;20.0;46.5;57.5;80.8;788.3;214.2;24.7;28.0;88.2;14.8;17.7;83.3;5.30;7.55;70.2;0.40;0.34;0.36;0.07;2.60;4.05;1.80;0.25;5.70;Matches;934e1968
2457;Alexander Sørloth;no NOR;FW;Real Sociedad;es La Liga;27-112;1995;18.4;12.4;17.9;69.1;153.4;19.8;7.99;10.0;79.9;3.21;4.89;65.6;0.27;0.43;62.5;0.05;0.07;0.04;-0.02;1.09;0.54;0.33;0.05;0.76;Matches;e92cd3f7
2458;Alexander Sørloth;no NOR;FW;RB Leipzig;de Bundesliga;27-112;1995;0.1;20.0;20.0;100.0;210.0;0.00;20.0;20.0;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;e92cd3f7
2459;Nicolás Tagliafico;ar ARG;DF;Lyon;fr Ligue 1;30-208;1992;25.7;50.8;59.4;85.6;779.0;247.7;26.3;28.6;91.8;20.9;24.1;86.6;2.02;3.70;54.7;0.12;0.13;0.12;-0.02;0.70;3.77;1.17;0.23;5.02;Matches;f0661424
2460;Jonathan Tah;de GER;DF;Leverkusen;de Bundesliga;27-044;1996;19.6;52.7;59.2;88.9;1000.0;345.1;18.3;19.6;93.5;29.3;31.5;92.9;4.85;6.99;69.3;0.00;0.02;0.01;-0.02;0.26;1.89;0.05;0.00;1.79;Matches;bd142efb
2461;Benjamin Tahirovic;ba BIH;MF;Roma;it Serie A;20-024;2003;1.5;38.0;43.3;87.7;718.7;122.7;15.3;16.7;92.0;16.0;18.0;88.9;6.00;6.67;90.0;0.00;0.07;0.00;-0.07;2.00;2.00;0.67;0.67;0.67;Matches;eb3022c3
2462;Waniss Taibi;fr FRA;MF;Angers;fr Ligue 1;21-020;2002;2.1;62.4;70.0;89.1;931.9;252.4;31.4;35.7;88.0;26.2;27.1;96.5;1.90;2.38;80.0;0.48;0.05;0.14;0.43;0.48;5.24;0.95;0.00;7.14;Matches;95192fe4
2463;Flavien Tait;fr FRA;MF;Rennes;fr Ligue 1;30-053;1993;15.8;49.6;58.4;84.8;873.4;247.3;22.0;25.1;87.7;20.0;22.5;89.0;5.76;7.47;77.1;0.13;0.13;0.14;0.00;1.20;6.46;1.65;0.06;8.61;Matches;a0f9b535
2464;Montassar Talbi;tn TUN;DF;Lorient;fr Ligue 1;24-305;1998;28.0;46.6;51.9;89.8;838.1;271.8;15.5;16.6;93.5;26.9;28.3;95.1;2.86;5.43;52.6;0.04;0.01;0.01;0.03;0.14;1.07;0.04;0.00;1.61;Matches;a4a44eb0
2465;Adrien Tameze;cm CMR;MF;Hellas Verona;it Serie A;29-051;1994;23.3;25.5;33.5;76.1;455.5;145.2;10.9;13.9;78.7;11.5;13.5;84.8;2.58;4.16;61.9;0.00;0.03;0.03;-0.03;0.69;2.83;0.43;0.00;3.61;Matches;8da74c05
2466;Japhet Tanganga;eng ENG;DF;Tottenham;eng Premier League;23-361;1999;1.6;50.0;55.6;89.9;805.0;325.6;25.6;28.1;91.1;20.6;22.5;91.7;3.13;4.38;71.4;0.00;0.00;0.00;0.00;0.00;2.50;0.63;0.63;3.13;Matches;e9971f2d
2467;Renato Tapia;pe PER;MFDF;Celta Vigo;es La Liga;27-242;1995;9.0;45.2;52.6;86.0;847.2;213.7;18.6;20.3;91.3;19.9;21.6;92.3;6.11;9.22;66.3;0.00;0.08;0.04;-0.08;0.89;4.33;0.33;0.00;4.11;Matches;34269bdf
2468;Edmond Tapsoba;bf BFA;DF;Leverkusen;de Bundesliga;24-053;1999;23.9;59.6;69.5;85.8;1123.1;432.3;22.1;24.4;90.6;30.8;33.6;91.9;6.11;10.0;61.1;0.00;0.04;0.05;-0.04;0.17;4.31;0.29;0.00;4.69;Matches;a73c8f95
2469;Florian Tardieu;fr FRA;MF;Troyes;fr Ligue 1;30-339;1992;11.2;58.5;67.4;86.8;1046.7;374.5;27.0;29.0;92.9;21.6;23.8;90.6;7.50;11.3;66.1;0.00;0.09;0.11;-0.09;1.52;6.07;0.71;0.18;7.41;Matches;ed39121c
2470;Matt Targett;eng ENG;DF;Newcastle Utd;eng Premier League;27-190;1995;4.8;45.6;59.6;76.6;745.4;306.5;22.7;26.0;87.2;19.6;22.3;87.9;2.71;9.17;29.5;0.00;0.06;0.13;-0.06;1.46;3.33;1.04;0.00;6.46;Matches;e514ab62
2471;James Tarkowski;eng ENG;DF;Everton;eng Premier League;30-128;1992;28.0;38.2;46.5;82.0;772.7;299.1;12.6;14.1;88.9;20.4;23.2;88.1;4.96;8.50;58.4;0.04;0.06;0.05;-0.02;0.39;2.75;0.07;0.00;2.71;Matches;15ea812b
2472;Ciprian T?t?ru?anu;ro ROU;GK;Milan;it Serie A;37-046;1986;16.0;27.1;35.0;77.5;799.3;573.3;3.75;3.75;100.0;12.4;12.8;97.1;10.9;18.1;60.0;0.06;0.03;0.00;0.03;0.13;0.56;0.00;0.00;0.00;Matches;b056e3da
2473;Niklas Tauer;de GER;DFMF;Mainz 05;de Bundesliga;22-038;2001;1.0;50.0;56.0;89.3;757.0;260.0;30.0;33.0;90.9;19.0;20.0;95.0;1.00;2.00;50.0;0.00;0.00;0.10;0.00;0.00;5.00;2.00;1.00;6.00;Matches;27270af4
2474;Nuno Tavares;pt POR;DFMF;Marseille;fr Ligue 1;23-060;2000;21.5;40.1;51.7;77.6;610.7;213.3;23.8;26.7;89.0;12.6;17.3;73.0;2.47;4.47;55.2;0.00;0.11;0.15;-0.11;1.02;2.84;1.67;0.56;4.05;Matches;a65c844b
2475;Marcus Tavernier;eng ENG;MFFW;Bournemouth;eng Premier League;24-005;1999;15.2;23.6;34.5;68.4;380.3;100.5;13.1;15.9;82.2;7.30;10.3;71.2;2.24;5.53;40.5;0.26;0.14;0.07;0.12;0.99;1.45;0.53;0.20;2.37;Matches;5c0da4a4
2476;Enzo Tchato;cm CMR;DF;Montpellier;fr Ligue 1;20-124;2002;10.6;32.1;44.4;72.2;490.8;160.9;18.0;22.1;81.6;10.8;15.1;71.9;1.70;4.34;39.1;0.09;0.10;0.07;-0.01;0.47;1.89;0.57;0.47;2.74;Matches;7f783431
2477;Aurélien Tchouaméni;fr FRA;MF;Real Madrid;es La Liga;23-059;2000;14.0;68.2;73.3;93.1;1092.4;330.3;34.6;36.2;95.7;27.9;30.0;92.9;3.86;4.57;84.4;0.21;0.12;0.11;0.09;0.93;6.29;0.50;0.00;6.57;Matches;4f255115
2478;Mathys Tel;fr FRA;FW;Bayern Munich;de Bundesliga;17-334;2005;3.5;31.4;38.3;82.1;449.1;63.4;18.3;20.9;87.7;12.0;14.3;84.0;0.86;0.86;100.0;0.00;0.11;0.06;-0.11;1.43;1.71;0.86;0.29;2.57;Matches;829aa60c
2479;Semir Telalovic;de GER;MFFW;M'Gladbach;de Bundesliga;23-094;1999;0.1;10.0;20.0;50.0;60.0;0.00;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;Matches;0b45a8d7
2480;Alex Telles;br BRA;DF;Sevilla;es La Liga;30-102;1992;11.1;35.9;47.9;74.8;608.1;223.3;18.7;20.6;90.8;11.9;16.0;74.2;4.05;8.56;47.4;0.18;0.09;0.09;0.09;1.44;2.79;1.35;0.99;2.43;Matches;e73c9bb2
2481;Marc-André ter Stegen;de GER;GK;Barcelona;es La Liga;30-331;1992;26.0;32.6;38.5;84.6;833.3;568.8;6.31;6.42;98.2;16.4;16.7;98.4;9.77;15.3;63.8;0.00;0.00;0.00;-0.00;0.04;0.31;0.00;0.00;0.12;Matches;6f51e382
2482;Simon Terodde;de GER;FW;Schalke 04;de Bundesliga;35-025;1988;15.2;11.1;16.6;66.8;154.1;21.9;6.12;8.03;76.2;3.68;5.39;68.3;0.46;0.72;63.6;0.00;0.09;0.07;-0.09;0.86;0.72;0.33;0.00;0.92;Matches;863ff1ee
2483;Filippo Terracciano;it ITA;DFMF;Hellas Verona;it Serie A;20-047;2003;5.9;24.6;35.8;68.7;448.0;164.4;9.15;12.4;74.0;11.7;15.4;75.8;2.37;4.92;48.3;0.00;0.15;0.15;-0.15;0.85;1.86;1.02;0.34;4.07;Matches;5cbb5ad6
2484;Pietro Terracciano;it ITA;GK;Fiorentina;it Serie A;33-019;1990;23.0;27.7;36.3;76.4;799.3;551.5;4.74;4.78;99.1;11.7;12.0;98.2;11.1;19.2;57.7;0.00;0.00;0.00;0.00;0.00;0.52;0.00;0.00;0.00;Matches;e1b0a70d
