;;;;;;;;;Goals;Goals;Goals;Goals;Goals;Expected;Expected;Expected;Expected;Launched;Launched;Launched;Passes;Passes;Passes;Passes;Goal Kicks;Goal Kicks;Goal Kicks;Crosses;Crosses;Crosses;Sweeper;Sweeper;Sweeper;;#NAME?
87;Mike Maignan;fr FRA;GK;Milan;it Serie A;27-252;1995;9.0;1.11;0.22;0.00;0.11;0.00;1.10;0.24;-0.01;-0.01;4.78;11.8;40.6;34.4;4.89;31.0;33.4;2.67;41.7;40.9;10.7;0.78;7.3;1.11;1.11;13.8;Matches;fcb38f57
88;Giorgi Mamardashvili;ge GEO;GK;Valencia;es La Liga;22-164;2000;25.0;1.12;0.08;0.00;0.16;0.08;1.11;0.26;0.07;+0.07;3.92;11.1;35.4;23.1;4.04;34.1;32.4;5.56;57.6;45.5;11.7;0.76;6.5;1.08;1.13;15.8;Matches;d4b73232
89;Steve Mandanda;fr FRA;GK;Rennes;fr Ligue 1;37-349;1985;24.5;1.02;0.04;0.00;0.20;0.04;1.06;0.29;0.08;+0.08;5.43;13.5;40.2;28.7;4.20;35.3;33.1;5.18;65.4;45.1;10.6;0.86;8.1;1.39;1.45;17.1;Matches;1d2d5cc8
90;Vito Mannone;it ITA;GK;Lorient;fr Ligue 1;35-010;1988;12.9;1.32;0.08;0.16;0.16;0.00;1.54;0.29;0.22;+0.23;2.40;9.30;25.8;25.3;5.74;24.8;29.0;6.51;46.4;36.6;18.8;0.62;3.3;0.54;0.54;11.0;Matches;c4173f1a
91;Agustín Marchesín;ar ARG;GK;Celta Vigo;es La Liga;34-361;1988;19.0;1.53;0.11;0.05;0.21;0.05;1.09;0.24;-0.38;-0.38;5.42;14.1;38.6;26.3;3.95;39.8;35.3;6.89;51.9;42.9;13.3;0.74;5.5;1.32;1.32;18.1;Matches;853b7c48
92;Federico Marchetti;it ITA;GK;Spezia;it Serie A;40-033;1983;0.7;2.86;0.00;0.00;0.00;0.00;2.14;0.48;-0.71;-0.74;2.86;5.71;50.0;14.3;2.86;10.0;24.3;11.4;37.5;32.4;11.4;0.00;0.0;1.43;1.36;22.0;Matches;f794b426
93;Diego Mariño;es ESP;GK;Almería;es La Liga;32-307;1990;0.5;4.00;0.00;0.00;0.00;0.00;2.80;0.28;-1.20;-1.29;4.00;6.00;66.7;6.00;2.00;33.3;35.7;10.0;40.0;46.6;22.0;0.00;0.0;0.00;0.00;7.0;Matches;d9235a45
94;Emiliano Martínez;ar ARG;GK;Aston Villa;eng Premier League;30-191;1992;22.4;1.38;0.09;0.04;0.22;0.18;1.14;0.26;-0.07;-0.07;5.40;13.9;38.8;30.3;3.75;35.4;33.2;6.43;50.0;41.6;13.1;1.74;13.3;1.21;1.21;14.3;Matches;7956236f
95;Jordi Masip;es ESP;GK;Valladolid;es La Liga;34-068;1989;16.9;1.36;0.18;0.00;0.00;0.00;1.70;0.28;0.34;+0.34;4.50;13.5;33.3;27.8;4.85;31.5;34.2;8.93;53.0;42.6;15.2;0.59;3.9;0.47;0.47;13.3;Matches;8fae77ea
96;Luís Maximiano;pt POR;GK;Lazio;it Serie A;24-066;1999;0.1;;;;;;;;;;20.0;30.0;66.7;;10.0;;;;;;;;;;;19.0;Matches;3318286e
97;Edouard Mendy;sn SEN;GK;Chelsea;eng Premier League;31-011;1992;8.5;1.41;0.00;0.00;0.47;0.00;1.38;0.35;-0.04;-0.03;3.18;8.94;35.5;24.9;4.94;23.1;28.1;6.59;48.2;37.3;13.8;0.94;6.8;1.06;1.06;13.8;Matches;33887998
98;Alex Meret;it ITA;GK;Napoli;it Serie A;25-355;1997;25.0;0.64;0.04;0.00;0.04;0.00;0.72;0.26;0.08;+0.08;1.60;4.40;36.4;21.7;3.60;15.5;26.6;5.96;17.4;26.4;10.2;0.32;3.1;1.00;1.00;16.4;Matches;9413b19f
99;Illan Meslier;fr FRA;GK;Leeds United;eng Premier League;23-010;2000;26.0;1.62;0.08;0.04;0.19;0.04;1.28;0.28;-0.22;-0.23;2.85;13.0;21.8;22.2;5.50;40.5;34.3;7.62;53.5;42.2;12.2;1.04;8.5;1.88;1.96;16.1;Matches;6b625ac2
100;Alexander Meyer;de GER;GK;Dortmund;de Bundesliga;31-333;1991;6.0;1.83;0.00;0.00;0.33;0.00;0.90;0.24;-0.60;-0.71;3.00;7.50;40.0;33.7;4.00;17.3;28.0;6.17;27.0;33.2;9.67;1.00;10.3;2.50;3.00;20.6;Matches;b56dd813
101;Vanja Milinkovi?-Savi?;rs SRB;GK;Torino;it Serie A;26-020;1997;25.0;1.16;0.12;0.00;0.20;0.00;1.03;0.24;-0.13;-0.13;7.00;24.8;28.2;37.2;4.36;47.8;41.0;7.44;94.6;71.5;12.2;0.84;6.9;1.76;1.76;16.6;Matches;9fa26bc2
102;Lorenzo Montipò;it ITA;GK;Hellas Verona;it Serie A;27-020;1996;24.0;1.54;0.00;0.04;0.13;0.04;1.34;0.26;-0.16;-0.16;9.17;20.2;45.5;24.5;3.42;61.7;43.9;7.79;64.7;48.2;13.7;0.67;4.9;2.00;2.00;16.6;Matches;c1d95617
103;Florian Müller;de GER;GK;Stuttgart;de Bundesliga;25-119;1997;19.0;1.79;0.05;0.11;0.16;0.00;1.43;0.30;-0.36;-0.36;5.16;11.2;46.2;31.5;5.16;26.9;29.2;7.00;38.3;36.6;13.7;0.32;2.3;1.47;1.47;18.9;Matches;cbac6ec9
104;Juan Musso;ar ARG;GK;Atalanta;it Serie A;28-310;1994;19.1;1.10;0.05;0.00;0.10;0.10;0.73;0.20;-0.16;-0.17;4.97;11.4;43.6;23.5;6.65;32.7;32.0;6.44;57.7;46.0;10.9;0.63;5.8;0.99;1.05;15.9;Matches;a111cf41
105;Yvon Mvogo;ch SUI;GK;Lorient;fr Ligue 1;28-279;1994;13.1;1.45;0.00;0.00;0.15;0.08;1.22;0.26;-0.15;-0.15;5.11;13.3;38.5;24.5;3.89;35.5;32.3;8.02;57.1;41.8;21.2;0.99;4.7;0.53;0.53;10.2;Matches;dc29b608
106;Keylor Navas;cr CRC;GK;Nott'ham Forest;eng Premier League;36-087;1986;6.0;2.00;0.33;0.00;0.17;0.00;1.30;0.33;-0.20;-0.24;6.00;16.3;36.7;23.7;4.00;47.2;37.8;8.33;62.0;43.9;14.8;1.00;6.7;1.33;1.60;12.0;Matches;ecada4fc
107;Neto;br BRA;GK;Bournemouth;eng Premier League;33-236;1989;15.5;1.29;0.26;0.00;0.32;0.06;1.41;0.26;0.18;+0.19;6.58;16.1;41.0;20.4;4.32;50.6;38.8;8.00;71.8;46.5;20.6;1.61;7.8;1.03;1.10;11.7;Matches;a9dc785c
108;Manuel Neuer;de GER;GK;Bayern Munich;de Bundesliga;36-350;1986;12.0;0.92;0.17;0.00;0.00;0.00;1.22;0.29;0.31;+0.31;3.25;6.58;49.4;36.3;6.75;16.6;26.8;5.75;10.1;23.8;8.58;0.33;3.9;1.92;1.92;19.5;Matches;8778c910
109;Alexander Nübel;de GER;GK;Monaco;fr Ligue 1;26-163;1996;26.0;1.38;0.15;0.04;0.08;0.08;1.22;0.23;-0.09;-0.09;5.35;11.8;45.3;22.7;5.27;32.5;32.4;6.88;64.2;46.0;11.9;0.88;7.4;0.88;0.88;12.9;Matches;afb0c500
110;Ørjan Nyland;no NOR;GK;RB Leipzig;de Bundesliga;32-183;1990;1.0;0.00;0.00;0.00;0.00;0.00;0.00;0.03;0.00;+0.03;4.00;7.00;57.1;28.0;4.00;25.0;33.4;2.00;0.0;10.0;9.00;0.00;0.0;0.00;0.00;10.8;Matches;bdedffac
111;Jan Oblak;si SVN;GK;Atlético Madrid;es La Liga;30-064;1993;21.7;0.78;0.05;0.05;0.05;0.00;0.87;0.28;0.08;+0.08;4.33;13.8;31.4;21.0;4.01;39.9;35.4;8.34;64.6;48.2;13.1;0.78;6.0;0.74;0.74;16.2;Matches;ee8508c0
112;Guillermo Ochoa;mx MEX;GK;Salernitana;it Serie A;37-242;1985;8.0;2.13;0.25;0.00;0.13;0.00;2.26;0.30;0.14;+0.13;7.25;20.9;34.7;27.8;2.63;52.3;39.9;8.75;72.9;52.1;13.8;0.50;3.6;0.75;0.75;14.3;Matches;1e9bde92
113;Robin Olsen;se SWE;GK;Aston Villa;eng Premier League;33-063;1990;2.6;2.69;0.38;0.00;1.15;0.00;2.12;0.30;-0.58;-0.58;4.62;20.0;23.1;33.5;6.54;43.7;37.5;9.23;58.3;46.1;14.6;1.54;10.5;1.15;1.14;16.2;Matches;e7ee38c3
114;Jonas Omlin;ch SUI;GK;Montpellier;fr Ligue 1;29-061;1994;13.0;2.00;0.23;0.00;0.15;0.15;1.85;0.28;0.01;0.00;4.08;12.4;32.9;25.4;5.92;32.1;31.7;6.54;64.7;47.3;16.1;1.08;6.7;0.92;0.93;12.0;Matches;c631f952
115;Jonas Omlin;ch SUI;GK;M'Gladbach;de Bundesliga;29-061;1994;6.3;1.90;0.16;0.00;0.00;0.00;1.54;0.30;-0.37;-0.37;4.44;12.2;36.4;47.9;4.76;21.5;28.3;6.51;29.3;31.2;12.2;0.63;5.2;1.43;1.42;16.0;Matches;c631f952
116;André Onana;cm CMR;GK;Inter;it Serie A;26-344;1996;16.0;0.88;0.13;0.00;0.13;0.06;0.73;0.19;-0.08;-0.08;4.06;11.3;35.9;34.7;4.75;26.5;29.9;6.44;33.0;35.7;12.1;0.50;4.1;0.38;0.38;13.8;Matches;e9c0c1b2
117;Fernando Pacheco;es ESP;GK;Almería;es La Liga;30-298;1992;1.0;2.00;0.00;0.00;1.00;0.00;1.60;0.32;-0.40;-0.42;3.00;12.0;25.0;26.0;8.00;42.3;40.2;4.00;25.0;36.0;16.0;1.00;6.3;2.00;2.00;14.5;Matches;97852360
118;Fernando Pacheco;es ESP;GK;Espanyol;es La Liga;30-298;1992;4.0;1.50;0.00;0.00;0.00;0.00;0.53;0.15;-0.23;-0.31;6.75;17.8;38.0;21.5;3.25;50.0;38.2;8.00;87.5;56.6;13.8;0.50;3.6;1.00;1.33;15.7;Matches;97852360
119;Rui Patrício;pt POR;GK;Roma;it Serie A;35-025;1988;25.0;0.84;0.04;0.04;0.12;0.04;0.60;0.20;-0.20;-0.20;3.56;8.72;40.8;18.2;3.68;35.5;32.8;7.16;31.3;32.7;12.0;0.40;3.3;0.68;0.68;13.9;Matches;79b0d6a0
120;Ji?í Pavlenka;cz CZE;GK;Werder Bremen;de Bundesliga;30-332;1992;22.3;1.88;0.04;0.00;0.18;0.09;1.67;0.31;-0.13;-0.13;6.68;15.5;43.2;28.1;4.62;39.2;36.1;8.43;52.7;44.5;13.8;0.58;4.2;1.30;1.30;15.6;Matches;0a1cb833
121;Gianluca Pegolo;it ITA;GK;Sassuolo;it Serie A;41-352;1981;2.0;1.50;0.50;0.00;0.00;0.00;1.60;0.38;0.10;+0.12;4.50;9.00;50.0;30.5;5.00;21.3;29.7;8.00;31.3;28.3;14.0;1.00;7.1;0.00;0.00;9.0;Matches;f058ed1f
122;Patrick Pentz;at AUT;GK;Reims;fr Ligue 1;26-069;1997;7.0;2.00;0.29;0.00;0.29;0.14;1.70;0.34;-0.16;-0.16;4.14;13.4;30.9;21.7;3.57;44.7;36.3;8.43;44.1;38.7;14.7;1.14;7.8;0.57;0.57;12.2;Matches;0810b6df
123;Simone Perilli;it ITA;GK;Hellas Verona;it Serie A;28-064;1995;1.0;0.00;0.00;0.00;0.00;0.00;0.40;0.10;0.40;+0.40;6.00;30.0;20.0;21.0;0.00;81.0;57.3;13.0;100.0;69.8;19.0;2.00;10.5;1.00;1.00;9.5;Matches;b9e11c1d
124;Mattia Perin;it ITA;GK;Juventus;it Serie A;30-122;1992;7.5;0.53;0.13;0.00;0.00;0.00;1.25;0.24;0.72;+0.71;3.60;12.3;29.3;30.0;5.60;30.2;31.0;6.67;48.0;40.0;16.1;0.40;2.5;1.33;1.33;16.2;Matches;4c62d0c8
125;Samuele Perisan;it ITA;GK;Empoli;it Serie A;25-203;1997;2.0;1.50;0.00;0.00;0.50;0.00;0.40;0.26;-0.60;-1.23;0.00;0.50;0.0;9.50;2.50;5.3;21.4;2.50;0.0;15.0;2.00;1.00;50.0;0.50;1.00;11.3;Matches;00a17eba
126;Jordan Pickford;eng ENG;GK;Everton;eng Premier League;29-005;1994;26.0;1.46;0.12;0.04;0.15;0.00;1.54;0.31;0.08;+0.08;7.19;20.2;35.6;26.3;4.31;54.3;41.4;8.38;70.6;52.4;14.2;0.50;3.5;1.15;1.20;15.1;Matches;4806ec67
127;Nick Pope;eng ENG;GK;Newcastle Utd;eng Premier League;30-327;1992;23.2;0.73;0.04;0.00;0.22;0.00;0.79;0.25;0.06;+0.06;3.53;11.0;32.0;20.2;6.55;34.3;33.4;5.65;72.5;52.8;12.8;0.91;7.1;2.24;2.24;19.3;Matches;4b40d9ca
128;Ivan Provedel;it ITA;GK;Lazio;it Serie A;28-360;1994;25.9;0.73;0.04;0.00;0.15;0.00;0.77;0.23;0.04;+0.04;4.44;10.5;42.3;29.7;4.21;29.4;33.1;5.25;33.8;34.6;12.4;0.50;4.0;1.58;1.65;17.1;Matches;277da414
129;Ghjuvanni Quilichini;fr FRA;GK;Ajaccio;fr Ligue 1;20-192;2002;0.9;0.00;0.00;0.00;0.00;0.00;0.89;0.24;0.89;+0.93;6.67;26.7;25.0;28.9;2.22;61.5;43.8;8.89;100.0;61.0;27.8;2.22;8.0;0.00;0.00;7.5;Matches;1b729a98
130;Ionu? Radu;ro ROU;GK;Cremonese;it Serie A;25-288;1997;9.0;2.11;0.33;0.00;0.33;0.00;2.33;0.29;0.22;+0.22;4.22;15.9;26.6;29.4;3.78;41.1;37.3;7.44;50.7;46.3;11.9;0.67;5.6;1.00;1.00;14.5;Matches;67f649be
131;Ionu? Radu;ro ROU;GK;Auxerre;fr Ligue 1;25-288;1997;8.0;1.00;0.00;0.00;0.00;0.13;0.95;0.21;0.07;+0.08;5.75;16.0;35.9;25.5;4.00;44.6;37.7;5.50;84.1;53.8;13.6;0.63;4.6;0.75;0.86;13.9;Matches;67f649be
132;Predrag Rajkovi?;rs SRB;GK;Mallorca;es La Liga;27-132;1995;24.0;1.04;0.21;0.00;0.13;0.00;1.11;0.25;0.07;+0.07;8.17;19.5;41.8;24.9;3.96;54.8;42.2;9.08;65.1;48.7;16.1;0.67;4.1;0.67;0.67;12.7;Matches;58ad9383
133;Diant Ramaj;de GER;GK;Eint Frankfurt;de Bundesliga;21-174;2001;1.0;1.00;0.00;0.00;1.00;0.00;1.00;0.20;0.00;+0.01;1.00;3.00;33.3;21.0;7.00;9.5;29.1;4.00;25.0;22.0;15.0;1.00;6.7;1.00;1.00;11.5;Matches;b90c4a43
134;Aaron Ramsdale;eng ENG;GK;Arsenal;eng Premier League;24-302;1998;26.0;0.96;0.08;0.00;0.15;0.04;0.94;0.27;0.02;+0.02;2.92;10.8;27.1;24.6;4.92;35.1;33.4;3.65;58.9;49.4;10.2;0.62;6.1;1.23;1.23;16.8;Matches;466fb2c5
135;David Raya;es ESP;GK;Brentford;eng Premier League;27-178;1995;25.0;1.32;0.04;0.00;0.28;0.08;1.30;0.24;0.10;+0.10;9.08;22.2;40.8;33.2;4.28;51.6;39.6;7.04;72.7;52.8;15.6;1.52;9.7;1.44;1.50;15.7;Matches;98ea5115
136;Pepe Reina;es ESP;GK;Villarreal;es La Liga;40-193;1982;9.0;1.33;0.33;0.00;0.11;0.00;1.46;0.29;0.12;+0.12;2.33;7.44;31.3;33.0;3.44;16.8;26.5;4.56;41.5;36.0;13.2;0.44;3.4;1.00;1.00;18.0;Matches;e358587b
137;Álex Remiro;es ESP;GK;Real Sociedad;es La Liga;27-353;1995;24.0;0.96;0.00;0.04;0.08;0.08;0.82;0.22;-0.05;-0.05;6.75;15.5;43.7;29.8;3.83;38.5;35.3;6.17;64.9;52.0;12.7;0.33;2.6;1.13;1.13;15.9;Matches;374ee424
138;Manuel Riemann;de GER;GK;Bochum;de Bundesliga;34-184;1988;24.0;2.33;0.29;0.04;0.33;0.13;2.07;0.29;-0.13;-0.14;16.0;33.5;47.8;42.7;2.58;66.7;44.7;7.21;69.4;50.2;14.1;0.79;5.6;3.58;3.74;23.0;Matches;9f941969
139;Rémy Riou;fr FRA;GK;Lyon;fr Ligue 1;35-218;1987;5.7;1.23;0.70;0.00;0.00;0.00;0.65;0.14;-0.05;-0.06;2.11;5.09;41.4;21.9;4.04;17.6;27.6;5.79;21.2;25.7;8.60;1.05;12.2;1.23;1.50;16.8;Matches;7f41ee30
140;Marek Rodák;sk SVK;GK;Fulham;eng Premier League;26-089;1996;2.0;1.00;0.00;0.00;0.00;0.00;1.00;0.51;0.00;+0.01;8.00;23.5;34.0;23.0;1.50;73.9;46.0;7.50;86.7;60.0;13.0;0.50;3.8;1.00;1.00;14.0;Matches;17acc2ed
141;Gerónimo Rulli;ar ARG;GK;Villarreal;es La Liga;30-296;1992;14.0;0.71;0.00;0.00;0.07;0.00;0.89;0.23;0.18;+0.18;3.57;8.50;42.0;32.2;5.00;19.3;28.8;6.57;34.8;37.9;15.4;1.43;9.3;1.50;1.50;15.5;Matches;625c144a
142;Frederik Rønnow;dk DEN;GK;Union Berlin;de Bundesliga;30-220;1992;19.0;0.84;0.11;0.00;0.21;0.00;1.06;0.24;0.22;+0.22;8.00;19.8;40.3;38.1;4.00;42.5;35.8;5.37;68.6;51.1;14.8;1.42;9.6;1.05;1.05;14.0;Matches;a70b8345
143;José Sá;pt POR;GK;Wolves;eng Premier League;30-054;1993;26.0;1.35;0.04;0.00;0.15;0.04;1.26;0.28;-0.05;-0.05;3.77;12.0;31.3;26.5;5.00;28.6;30.6;7.50;59.5;45.2;15.4;1.19;7.8;0.88;0.88;13.2;Matches;903b6e8b
144;Brice Samba;cg CGO;GK;Lens;fr Ligue 1;28-321;1994;26.0;0.81;0.08;0.00;0.19;0.04;0.87;0.24;0.10;+0.10;4.46;10.7;41.7;29.0;3.88;33.4;32.4;3.85;26.0;29.4;10.2;0.73;7.2;1.35;1.35;17.0;Matches;60d90c55
145;Robert Sánchez;es ESP;GK;Brighton;eng Premier League;25-114;1997;22.0;1.32;0.23;0.00;0.18;0.14;1.10;0.26;-0.09;-0.09;2.55;9.14;27.9;28.0;4.45;24.7;29.3;5.77;38.6;35.9;10.0;0.77;7.7;0.59;0.59;12.5;Matches;6a713852
146;Kasper Schmeichel;dk DEN;GK;Nice;fr Ligue 1;36-127;1986;24.0;0.83;0.04;0.08;0.13;0.00;0.95;0.24;0.11;+0.11;5.29;11.8;45.0;26.1;3.46;32.6;33.4;8.21;39.6;35.6;14.2;0.67;4.7;0.63;0.63;13.3;Matches;53af52f3
147;Marvin Schwäbe;de GER;GK;Köln;de Bundesliga;27-321;1995;24.0;1.58;0.17;0.17;0.08;0.13;1.10;0.26;-0.27;-0.28;3.83;10.4;36.9;34.4;3.46;25.8;30.8;5.42;27.7;33.3;13.8;0.63;4.5;0.42;0.43;11.5;Matches;87436846
148;Alexander Schwolow;de GER;GK;Schalke 04;de Bundesliga;30-283;1992;17.0;2.41;0.18;0.00;0.18;0.00;1.96;0.30;-0.45;-0.46;8.12;19.5;41.7;29.5;3.47;45.9;38.0;7.82;75.9;56.4;15.1;0.35;2.3;1.18;1.18;15.2;Matches;0d55d942
149;Matz Sels;be BEL;GK;Strasbourg;fr Ligue 1;31-014;1992;26.0;1.69;0.35;0.00;0.19;0.00;1.65;0.27;-0.04;-0.04;4.12;11.3;36.3;21.2;3.58;41.0;35.3;5.15;51.5;42.2;14.2;0.88;6.2;0.88;0.88;12.3;Matches;834b5c4c
150;Luigi Sepe;it ITA;GK;Salernitana;it Serie A;31-308;1991;17.0;1.59;0.24;0.00;0.00;0.00;1.78;0.27;0.19;+0.19;4.47;16.1;27.7;28.8;4.94;40.6;35.9;9.06;48.7;41.0;13.1;0.94;7.2;0.76;0.76;14.2;Matches;343f753a
151;Rui Silva;pt POR;GK;Betis;es La Liga;29-033;1994;18.0;1.11;0.06;0.06;0.22;0.00;1.16;0.29;0.05;+0.05;6.22;16.4;37.8;26.3;3.89;40.9;35.8;8.61;65.8;48.9;13.8;0.72;5.2;1.56;1.56;16.9;Matches;ea83bfa6
152;Marco Silvestri;it ITA;GK;Udinese;it Serie A;32-010;1991;26.0;1.15;0.12;0.04;0.08;0.08;1.09;0.30;0.01;+0.01;3.96;9.96;39.8;20.5;3.50;35.1;33.3;7.73;35.8;34.5;12.9;0.23;1.8;0.50;0.52;13.3;Matches;0d422df7
153;Unai Simón;es ESP;GK;Athletic Club;es La Liga;25-274;1997;21.5;1.16;0.05;0.00;0.00;0.09;0.98;0.28;-0.09;-0.09;3.95;10.6;37.3;23.8;5.35;29.7;33.0;6.05;58.5;46.5;12.1;0.60;5.0;1.44;1.44;18.7;Matches;5dcf3e90
154;Tobias Sippel;de GER;GK;M'Gladbach;de Bundesliga;34-355;1988;5.7;2.11;0.18;0.00;0.35;0.00;1.49;0.35;-0.09;-0.11;2.98;15.4;19.3;32.3;3.16;32.6;32.2;7.19;68.3;50.7;12.8;0.18;1.4;0.70;0.86;13.4;Matches;0d8a37c2
155;?ukasz Skorupski;pl POL;GK;Bologna;it Serie A;31-311;1991;26.0;1.31;0.23;0.04;0.15;0.08;1.41;0.28;0.18;+0.19;4.15;10.7;38.7;25.3;5.27;31.7;32.9;7.15;38.2;34.8;12.7;0.77;6.0;0.77;0.80;13.5;Matches;ab4449d6
156;François-Joseph Sollacaro;fr FRA;GK;Ajaccio;fr Ligue 1;28-356;1994;3.0;2.00;0.00;0.00;0.33;0.00;1.37;0.59;-0.63;-0.63;2.67;11.0;24.2;16.3;2.33;51.0;38.1;4.67;57.1;41.4;7.00;0.33;4.8;1.67;1.67;16.4;Matches;f19f32b1
157;Yann Sommer;ch SUI;GK;Bayern Munich;de Bundesliga;34-085;1988;9.0;1.33;0.11;0.00;0.11;0.00;0.92;0.40;-0.08;-0.09;2.11;4.56;46.3;31.9;3.67;11.1;24.3;4.44;22.5;28.5;9.78;0.89;9.1;1.11;1.25;16.3;Matches;420c18a1
158;Yann Sommer;ch SUI;GK;M'Gladbach;de Bundesliga;34-085;1988;10.0;1.40;0.20;0.10;0.00;0.10;1.67;0.25;0.37;+0.37;4.80;14.1;34.0;51.7;5.20;23.0;28.2;9.00;24.4;28.6;16.2;0.50;3.1;1.30;1.30;14.6;Matches;420c18a1
159;David Soria;es ESP;GK;Getafe;es La Liga;29-342;1993;25.0;1.36;0.12;0.00;0.20;0.08;1.16;0.22;-0.04;-0.05;9.20;20.3;45.4;19.6;3.04;68.9;47.0;7.88;86.3;56.8;15.1;0.76;5.0;1.20;1.25;14.7;Matches;8f8c6934
160;Marco Sportiello;it ITA;GK;Atalanta;it Serie A;30-306;1992;6.9;1.30;0.00;0.14;0.29;0.00;1.13;0.30;-0.17;-0.17;4.49;11.2;40.3;26.2;6.52;19.3;28.5;8.84;68.9;48.9;12.5;1.01;8.1;2.03;2.02;19.9;Matches;ac4003af
161;Jason Steele;eng ENG;GK;Brighton;eng Premier League;32-206;1990;2.0;1.00;0.00;0.00;0.00;0.00;0.10;0.10;0.10;+0.19;0.50;2.00;25.0;15.0;2.00;13.3;22.8;1.00;0.0;11.0;2.00;0.00;0.0;1.50;3.00;20.6;Matches;28300a16
162;Wojciech Szcz?sny;pl POL;GK;Juventus;it Serie A;32-328;1990;17.5;0.91;0.00;0.00;0.23;0.00;0.86;0.29;-0.06;-0.06;4.29;10.2;42.1;23.0;4.17;33.8;34.5;5.14;46.7;41.0;12.5;0.34;2.8;1.03;1.03;16.8;Matches;01b8a2b2
163;Ciprian T?t?ru?anu;ro ROU;GK;Milan;it Serie A;37-031;1986;16.0;1.38;0.13;0.13;0.25;0.06;1.05;0.25;-0.26;-0.26;5.94;12.3;48.5;29.6;4.69;32.3;32.9;5.19;51.8;41.8;12.2;0.56;4.6;0.81;0.81;14.4;Matches;b056e3da
164;Marc-André ter Stegen;de GER;GK;Barcelona;es La Liga;30-316;1992;24.0;0.33;0.08;0.00;0.04;0.04;0.52;0.20;0.23;+0.23;3.92;8.58;45.6;32.7;4.38;20.5;28.3;5.29;35.4;36.6;10.2;0.42;4.1;0.88;0.88;15.6;Matches;6f51e382
165;Pietro Terracciano;it ITA;GK;Fiorentina;it Serie A;33-004;1990;22.0;1.32;0.14;0.00;0.14;0.05;1.06;0.27;-0.21;-0.21;5.18;12.6;41.2;29.4;3.77;32.7;33.3;6.68;44.9;40.0;9.05;0.45;5.0;2.00;2.00;18.7;Matches;e1b0a70d
166;Kevin Trapp;de GER;GK;Eint Frankfurt;de Bundesliga;32-247;1990;23.0;1.43;0.04;0.04;0.26;0.04;1.16;0.32;-0.19;-0.20;2.48;10.3;24.2;19.3;4.09;41.0;35.6;6.39;36.7;37.0;12.2;0.65;5.3;0.65;0.68;13.1;Matches;ce17b5eb
167;Mark Travers;ie IRL;GK;Bournemouth;eng Premier League;23-298;1999;10.5;2.95;0.19;0.00;0.76;0.19;2.10;0.34;-0.66;-0.66;6.67;13.9;47.9;20.5;4.48;38.1;32.6;10.4;58.7;45.7;19.6;0.48;2.4;0.38;0.38;9.6;Matches;fe558029
168;Sven Ulreich;de GER;GK;Bayern Munich;de Bundesliga;34-221;1988;3.0;0.67;0.00;0.00;0.33;0.00;0.80;0.18;0.13;+0.13;3.00;8.67;34.6;37.3;7.00;20.5;26.0;6.00;16.7;23.4;11.3;0.67;5.9;1.33;1.33;17.5;Matches;7d3e7da6
169;Guglielmo Vicario;it ITA;GK;Empoli;it Serie A;26-156;1996;24.0;1.29;0.08;0.00;0.29;0.04;1.35;0.28;0.10;+0.10;4.88;14.4;33.8;36.2;5.13;32.0;33.3;5.75;49.3;42.7;20.4;1.17;5.7;0.63;0.63;10.7;Matches;77d6fd4d
170;Iván Villar;es ESP;GK;Celta Vigo;es La Liga;25-246;1997;6.0;0.83;0.17;0.00;0.17;0.00;1.05;0.27;0.22;+0.26;5.67;13.0;43.6;19.8;3.83;44.5;36.5;5.67;73.5;51.7;11.3;0.33;2.9;1.00;1.20;17.1;Matches;cde52ef5
171;Danny Ward;wls WAL;GK;Leicester City;eng Premier League;29-263;1993;26.0;1.77;0.08;0.08;0.19;0.15;1.35;0.29;-0.15;-0.15;3.54;11.5;30.9;27.8;5.81;30.0;30.4;7.35;42.4;35.3;13.3;0.81;6.1;1.46;1.52;15.4;Matches;d3ce0e89
172;Robin Zentner;de GER;GK;Mainz 05;de Bundesliga;28-135;1994;18.0;1.39;0.06;0.06;0.11;0.00;1.16;0.30;-0.18;-0.19;5.44;17.6;30.9;22.8;4.78;53.7;41.8;6.56;82.2;59.4;10.5;1.28;12.2;1.89;2.00;18.5;Matches;5c4bf6ba
173;Michael Zetterer;de GER;GK;Werder Bremen;de Bundesliga;27-243;1995;0.7;1.43;0.00;0.00;1.43;0.00;1.57;0.18;0.14;+0.11;10.0;24.3;41.2;41.4;11.4;51.7;44.0;4.29;66.7;46.0;8.57;4.29;50.0;5.71;5.81;16.5;Matches;9b688ae1
174;Jeroen Zoet;nl NED;GK;Spezia;it Serie A;32-065;1991;1.7;0.59;0.00;0.00;0.00;0.00;0.41;0.11;-0.18;-0.19;8.82;25.3;34.9;33.5;2.94;63.2;41.7;4.71;87.5;56.6;14.1;0.59;4.2;1.76;1.74;15.7;Matches;cc1a0c57
175;Petar Zovko;ba BIH;GK;Spezia;it Serie A;20-352;2002;0.8;2.50;0.00;0.00;0.00;0.00;2.13;0.55;-0.37;-0.42;8.75;26.3;33.3;28.8;3.75;47.8;35.1;16.3;76.9;51.1;30.0;1.25;4.2;2.50;2.47;17.0;Matches;54f6afe3
