edge;cost
51;6.870000000000000e+02
52;3.428000000000000e+03
53;1.145000000000000e+03
54;1.249000000000000e+03
55;1.096000000000000e+03
56;1.646000000000000e+03
57;2.159000000000000e+03
0;1.302000000000000e+03
1;3.104000000000000e+03
2;3.333000000000000e+03
3;1.571000000000000e+03
4;2.535000000000000e+03
5;3.786000000000000e+03
6;6.678000000000000e+03
7;2.423000000000000e+03
8;6.810000000000000e+02
9;3.125000000000000e+03
10;3.586000000000000e+03
11;2.636000000000000e+03
12;8.170000000000000e+02
13;4.116000000000000e+03
14;4.774000000000000e+03
15;3.544000000000000e+03
16;3.542000000000000e+03
17;1.273000000000000e+03
18;3.841000000000000e+03
20;3.998000000000000e+03
21;2.620000000000000e+03
22;2.217000000000000e+03
23;1.647000000000000e+03
24;6.930000000000000e+02
25;3.665000000000000e+03
26;2.676000000000000e+03
27;3.906000000000000e+03
28;3.487000000000000e+03
29;1.052000000000000e+03
30;5.893000000000000e+03
31;5.370000000000000e+02
32;4.108000000000000e+03
33;4.503000000000000e+03
34;3.201000000000000e+03
35;3.635000000000000e+03
36;4.249000000000000e+03
37;4.962000000000000e+03
38;3.366000000000000e+03
39;8.000000000000000e+02
40;3.064000000000000e+03
41;5.536000000000000e+03
42;2.804000000000000e+03
43;1.385000000000000e+03
44;4.401000000000000e+03
45;4.739000000000000e+03
46;3.199000000000000e+03
47;3.129000000000000e+03
48;3.032000000000000e+03
49;1.070000000000000e+03
50;3.122000000000000e+03
51;3.209000000000000e+03
52;6.340000000000000e+02
53;2.948000000000000e+03
54;2.846000000000000e+03
55;4.673000000000000e+03
56;2.395000000000000e+03
57;1.681000000000000e+03
0;3.399000000000000e+03
1;1.484000000000000e+03
2;5.780000000000000e+02
3;3.392000000000000e+03
4;1.511000000000000e+03
5;8.880000000000000e+02
6;4.720000000000000e+03
7;1.588000000000000e+03
8;3.734000000000000e+03
9;1.096000000000000e+03
10;8.870000000000000e+02
11;1.755000000000000e+03
12;3.600000000000000e+03
13;1.216000000000000e+03
14;1.471000000000000e+03
15;1.578000000000000e+03
16;6.380000000000000e+02
17;2.905000000000000e+03
18;9.450000000000000e+02
19;3.998000000000000e+03
21;1.383000000000000e+03
22;1.835000000000000e+03
23;2.627000000000000e+03
24;3.846000000000000e+03
25;7.670000000000000e+02
26;1.771000000000000e+03
27;7.880000000000000e+02
28;5.200000000000000e+02
29;3.380000000000000e+03
30;3.925000000000000e+03
31;3.872000000000000e+03
32;9.380000000000000e+02
33;1.200000000000000e+03
34;8.420000000000000e+02
35;5.240000000000000e+02
36;9.430000000000000e+02
37;3.024000000000000e+03
38;6.070000000000000e+02
39;3.585000000000000e+03
40;8.920000000000000e+02
41;3.558000000000000e+03
42;1.470000000000000e+03
43;2.871000000000000e+03
44;1.288000000000000e+03
45;1.438000000000000e+03
46;1.118000000000000e+03
47;7.420000000000000e+02
48;1.143000000000000e+03
49;3.801000000000000e+03
50;1.046000000000000e+03
51;9.760000000000000e+02
52;3.365000000000000e+03
53;1.076000000000000e+03
54;1.174000000000000e+03
55;1.185000000000000e+03
56;1.989000000000000e+03
57;2.951000000000000e+03
0;1.946000000000000e+03
1;4.900000000000000e+02
2;7.210000000000000e+02
3;2.013000000000000e+03
4;9.080000000000000e+02
5;1.452000000000000e+03
6;4.074000000000000e+03
7;2.090000000000000e+02
8;2.493000000000000e+03
9;8.270000000000000e+02
10;9.740000000000000e+02
11;1.608000000000000e+03
12;2.359000000000000e+03
13;1.705000000000000e+03
14;2.358000000000000e+03
15;9.320000000000000e+02
16;1.202000000000000e+03
17;1.619000000000000e+03
18;1.507000000000000e+03
19;2.620000000000000e+03
20;1.383000000000000e+03
22;1.238000000000000e+03
23;1.612000000000000e+03
24;2.617000000000000e+03
25;1.332000000000000e+03
26;1.174000000000000e+03
27;1.495000000000000e+03
28;8.750000000000000e+02
29;2.211000000000000e+03
30;3.289000000000000e+03
31;2.718000000000000e+03
32;1.634000000000000e+03
33;2.087000000000000e+03
34;7.740000000000000e+02
35;1.109000000000000e+03
36;1.838000000000000e+03
37;2.388000000000000e+03
38;7.540000000000000e+02
39;2.414000000000000e+03
40;6.070000000000000e+02
41;2.922000000000000e+03
42;1.348000000000000e+03
43;1.726000000000000e+03
44;1.930000000000000e+03
45;2.265000000000000e+03
46;9.910000000000000e+02
47;5.170000000000000e+02
48;9.830000000000000e+02
49;2.422000000000000e+03
50;9.190000000000000e+02
51;8.800000000000000e+02
52;1.986000000000000e+03
53;4.590000000000000e+02
54;3.590000000000000e+02
55;2.199000000000000e+03
56;1.438000000000000e+03
57;1.350000000000000e+03
0;1.278000000000000e+03
1;9.900000000000000e+02
2;1.030000000000000e+03
3;2.922000000000000e+03
4;3.240000000000000e+02
5;1.671000000000000e+03
6;5.071000000000000e+03
7;1.030000000000000e+03
8;1.934000000000000e+03
9;9.080000000000000e+02
10;2.553000000000000e+03
11;4.560000000000000e+02
12;1.876000000000000e+03
13;1.901000000000000e+03
14;2.654000000000000e+03
15;1.939000000000000e+03
16;1.328000000000000e+03
17;1.175000000000000e+03
18;1.627000000000000e+03
19;2.217000000000000e+03
20;1.835000000000000e+03
21;1.238000000000000e+03
23;8.010000000000000e+02
24;1.865000000000000e+03
25;1.450000000000000e+03
26;5.540000000000000e+02
27;2.243000000000000e+03
28;1.546000000000000e+03
29;1.545000000000000e+03
30;4.286000000000000e+03
31;2.037000000000000e+03
32;1.889000000000000e+03
33;2.293000000000000e+03
34;9.840000000000000e+02
35;1.542000000000000e+03
36;2.040000000000000e+03
37;3.385000000000000e+03
38;1.315000000000000e+03
39;1.750000000000000e+03
40;8.470000000000000e+02
41;3.919000000000000e+03
42;6.000000000000000e+02
43;1.061000000000000e+03
44;2.182000000000000e+03
45;2.510000000000000e+03
46;1.093000000000000e+03
47;1.074000000000000e+03
48;8.870000000000000e+02
49;2.425000000000000e+03
50;1.021000000000000e+03
51;9.920000000000000e+02
52;1.994000000000000e+03
53;8.180000000000000e+02
54;8.810000000000000e+02
55;2.454000000000000e+03
56;4.320000000000000e+02
57;1.394000000000000e+03
0;6.690000000000000e+02
1;1.950000000000000e+03
2;1.990000000000000e+03
3;2.368000000000000e+03
4;1.116000000000000e+03
5;2.336000000000000e+03
6;5.724000000000000e+03
7;1.461000000000000e+03
8;1.377000000000000e+03
9;1.702000000000000e+03
10;2.624000000000000e+03
11;1.002000000000000e+03
12;1.267000000000000e+03
13;2.693000000000000e+03
14;3.346000000000000e+03
15;2.582000000000000e+03
16;2.094000000000000e+03
17;5.640000000000000e+02
18;2.393000000000000e+03
19;1.647000000000000e+03
20;2.627000000000000e+03
21;1.612000000000000e+03
22;8.010000000000000e+02
24;1.256000000000000e+03
25;2.083000000000000e+03
26;1.252000000000000e+03
27;2.324000000000000e+03
28;2.058000000000000e+03
29;9.360000000000000e+02
30;4.929000000000000e+03
31;1.428000000000000e+03
32;2.517000000000000e+03
33;2.686000000000000e+03
34;1.841000000000000e+03
35;2.057000000000000e+03
36;2.806000000000000e+03
37;4.038000000000000e+03
38;2.123000000000000e+03
39;1.141000000000000e+03
40;1.849000000000000e+03
41;4.572000000000000e+03
42;1.275000000000000e+03
43;4.520000000000000e+02
44;2.805000000000000e+03
45;3.143000000000000e+03
46;1.610000000000000e+03
47;2.020000000000000e+03
48;1.612000000000000e+03
49;1.869000000000000e+03
50;1.542000000000000e+03
51;1.642000000000000e+03
52;1.422000000000000e+03
53;1.748000000000000e+03
54;1.811000000000000e+03
55;3.082000000000000e+03
56;7.540000000000000e+02
57;2.590000000000000e+02
0;6.270000000000000e+02
1;2.855000000000000e+03
2;2.895000000000000e+03
3;2.170000000000000e+03
4;2.183000000000000e+03
5;3.431000000000000e+03
6;6.675000000000000e+03
7;2.420000000000000e+03
8;1.300000000000000e+02
9;2.773000000000000e+03
10;3.583000000000000e+03
11;2.245000000000000e+03
12;2.000000000000000e+02
13;3.848000000000000e+03
14;4.589000000000000e+03
15;3.304000000000000e+03
16;3.187000000000000e+03
17;1.068000000000000e+03
18;3.486000000000000e+03
19;6.930000000000000e+02
20;3.846000000000000e+03
21;2.617000000000000e+03
22;1.865000000000000e+03
23;1.256000000000000e+03
25;3.310000000000000e+03
26;2.324000000000000e+03
27;3.551000000000000e+03
28;3.185000000000000e+03
29;3.720000000000000e+02
30;5.890000000000000e+03
31;1.900000000000000e+02
32;3.754000000000000e+03
33;4.148000000000000e+03
34;2.849000000000000e+03
35;3.295000000000000e+03
36;3.899000000000000e+03
37;4.959000000000000e+03
38;3.180000000000000e+03
39;1.250000000000000e+02
40;2.712000000000000e+03
41;5.533000000000000e+03
42;2.524000000000000e+03
43;9.540000000000000e+02
44;4.050000000000000e+03
45;4.385000000000000e+03
46;2.836000000000000e+03
47;2.939000000000000e+03
48;2.644000000000000e+03
49;1.669000000000000e+03
50;2.764000000000000e+03
51;2.857000000000000e+03
52;1.233000000000000e+03
53;2.683000000000000e+03
54;2.746000000000000e+03
55;4.319000000000000e+03
56;2.004000000000000e+03
57;1.326000000000000e+03
0;2.878000000000000e+03
1;9.750000000000000e+02
2;6.700000000000000e+02
3;3.336000000000000e+03
4;1.126000000000000e+03
5;1.240000000000000e+02
6;5.000000000000000e+03
7;1.538000000000000e+03
8;3.402000000000000e+03
9;5.870000000000000e+02
10;1.177000000000000e+03
11;1.246000000000000e+03
12;3.158000000000000e+03
13;6.520000000000000e+02
14;1.177000000000000e+03
15;1.868000000000000e+03
16;1.290000000000000e+02
17;2.600000000000000e+03
18;1.780000000000000e+02
19;3.665000000000000e+03
20;7.670000000000000e+02
21;1.332000000000000e+03
22;1.450000000000000e+03
23;2.083000000000000e+03
24;3.310000000000000e+03
26;1.044000000000000e+03
27;4.320000000000000e+02
28;5.190000000000000e+02
29;2.995000000000000e+03
30;4.215000000000000e+03
31;3.487000000000000e+03
32;7.090000000000000e+02
33;9.080000000000000e+02
34;6.090000000000000e+02
35;2.430000000000000e+02
36;6.390000000000000e+02
37;3.314000000000000e+03
38;7.200000000000000e+02
39;3.200000000000000e+03
40;7.980000000000000e+02
41;3.848000000000000e+03
42;9.690000000000000e+02
43;2.486000000000000e+03
44;9.840000000000000e+02
45;1.138000000000000e+03
46;5.280000000000000e+02
47;8.000000000000000e+02
48;6.400000000000000e+02
49;3.751000000000000e+03
50;5.360000000000000e+02
51;5.170000000000000e+02
52;3.315000000000000e+03
53;9.750000000000000e+02
54;1.078000000000000e+03
55;1.274000000000000e+03
56;1.329000000000000e+03
57;1.189000000000000e+03
0;1.737000000000000e+03
1;9.260000000000000e+02
2;8.350000000000000e+02
3;3.503000000000000e+03
4;2.600000000000000e+02
5;1.165000000000000e+03
6;4.993000000000000e+03
7;9.650000000000000e+02
8;2.449000000000000e+03
9;8.440000000000000e+02
10;1.488000000000000e+03
11;2.570000000000000e+02
12;2.339000000000000e+03
13;1.480000000000000e+03
14;2.151000000000000e+03
15;1.861000000000000e+03
16;9.150000000000000e+02
17;1.638000000000000e+03
18;1.214000000000000e+03
19;2.676000000000000e+03
20;1.771000000000000e+03
21;1.174000000000000e+03
22;5.540000000000000e+02
23;1.252000000000000e+03
24;2.324000000000000e+03
25;1.044000000000000e+03
27;1.275000000000000e+03
28;1.023000000000000e+03
29;2.004000000000000e+03
30;4.208000000000000e+03
31;2.496000000000000e+03
32;1.468000000000000e+03
33;1.637000000000000e+03
34;6.690000000000000e+02
35;1.022000000000000e+03
36;1.627000000000000e+03
37;3.307000000000000e+03
38;1.088000000000000e+03
39;2.209000000000000e+03
40;7.830000000000000e+02
41;3.841000000000000e+03
42;1.840000000000000e+02
43;1.524000000000000e+03
44;1.756000000000000e+03
45;2.094000000000000e+03
46;5.700000000000000e+02
47;9.460000000000000e+02
48;5.230000000000000e+02
49;3.178000000000000e+03
50;4.980000000000000e+02
51;6.000000000000000e+02
52;2.742000000000000e+03
53;7.540000000000000e+02
54;8.170000000000000e+02
55;2.033000000000000e+03
56;4.980000000000000e+02
57;1.460000000000000e+03
0;3.124000000000000e+03
1;1.214000000000000e+03
2;9.090000000000000e+02
3;3.500000000000000e+03
4;1.367000000000000e+03
5;1.890000000000000e+02
6;5.221000000000000e+03
7;1.716000000000000e+03
8;3.531000000000000e+03
9;8.260000000000000e+02
10;1.398000000000000e+03
11;1.485000000000000e+03
12;3.397000000000000e+03
13;2.240000000000000e+02
14;8.870000000000000e+02
15;2.089000000000000e+03
16;3.680000000000000e+02
17;2.841000000000000e+03
18;2.540000000000000e+02
19;3.906000000000000e+03
20;7.880000000000000e+02
21;1.495000000000000e+03
22;2.243000000000000e+03
23;2.324000000000000e+03
24;3.551000000000000e+03
25;4.320000000000000e+02
26;1.275000000000000e+03
28;7.580000000000000e+02
29;3.236000000000000e+03
30;4.436000000000000e+03
31;4.225000000000000e+03
32;2.830000000000000e+02
33;6.060000000000000e+02
34;8.480000000000000e+02
35;4.820000000000000e+02
36;3.590000000000000e+02
37;3.535000000000000e+03
38;9.590000000000000e+02
39;3.441000000000000e+03
40;1.037000000000000e+03
41;4.069000000000000e+03
42;1.210000000000000e+03
43;2.727000000000000e+03
44;7.010000000000000e+02
45;8.510000000000000e+02
46;7.020000000000000e+02
47;1.039000000000000e+03
48;8.790000000000000e+02
49;3.929000000000000e+03
50;7.770000000000000e+02
51;7.560000000000000e+02
52;3.493000000000000e+03
53;1.214000000000000e+03
54;1.311000000000000e+03
55;1.494000000000000e+03
56;1.570000000000000e+03
57;2.532000000000000e+03
0;2.878000000000000e+03
1;5.990000000000000e+02
2;2.870000000000000e+02
3;2.884000000000000e+03
4;9.960000000000000e+02
5;6.400000000000000e+02
6;4.494000000000000e+03
7;1.112000000000000e+03
8;3.219000000000000e+03
9;4.550000000000000e+02
10;6.730000000000000e+02
11;1.225000000000000e+03
12;3.120000000000000e+03
13;9.680000000000000e+02
14;1.564000000000000e+03
15;1.362000000000000e+03
16;3.900000000000000e+02
17;2.470000000000000e+03
18;6.520000000000000e+02
19;3.487000000000000e+03
20;5.200000000000000e+02
21;8.750000000000000e+02
22;1.546000000000000e+03
23;2.058000000000000e+03
24;3.185000000000000e+03
25;5.190000000000000e+02
26;1.023000000000000e+03
27;7.580000000000000e+02
29;2.865000000000000e+03
30;3.709000000000000e+03
31;3.036000000000000e+03
32;4.780000000000000e+02
33;1.293000000000000e+03
34;3.540000000000000e+02
35;2.740000000000000e+02
36;1.036000000000000e+03
37;2.808000000000000e+03
38;3.660000000000000e+02
39;3.070000000000000e+03
40;4.470000000000000e+02
41;3.342000000000000e+03
42;9.490000000000000e+02
43;2.356000000000000e+03
44;7.080000000000000e+02
45;8.370000000000000e+02
46;5.770000000000000e+02
47;3.670000000000000e+02
48;6.230000000000000e+02
49;3.325000000000000e+03
50;5.250000000000000e+02
51;5.230000000000000e+02
52;2.889000000000000e+03
53;6.310000000000000e+02
54;7.280000000000000e+02
55;1.635000000000000e+03
56;1.304000000000000e+03
57;2.266000000000000e+03
0;3.070000000000000e+02
1;2.535000000000000e+03
2;2.575000000000000e+03
3;2.109000000000000e+03
4;1.863000000000000e+03
5;3.110000000000000e+03
6;6.265000000000000e+03
7;2.010000000000000e+03
8;3.430000000000000e+02
9;2.453000000000000e+03
10;3.173000000000000e+03
11;1.925000000000000e+03
12;2.110000000000000e+02
13;3.547000000000000e+03
14;4.099000000000000e+03
15;3.131000000000000e+03
16;2.866000000000000e+03
17;7.700000000000000e+02
18;3.165000000000000e+03
19;1.052000000000000e+03
20;3.380000000000000e+03
21;2.211000000000000e+03
22;1.545000000000000e+03
23;9.360000000000000e+02
24;3.720000000000000e+02
25;2.995000000000000e+03
26;2.004000000000000e+03
27;3.236000000000000e+03
28;2.865000000000000e+03
30;5.480000000000000e+03
31;5.490000000000000e+02
32;3.434000000000000e+03
33;3.828000000000000e+03
34;2.529000000000000e+03
35;2.975000000000000e+03
36;3.579000000000000e+03
37;4.549000000000000e+03
38;2.860000000000000e+03
39;2.570000000000000e+02
40;2.392000000000000e+03
41;5.123000000000000e+03
42;2.204000000000000e+03
43;6.560000000000000e+02
44;3.730000000000000e+03
45;4.065000000000000e+03
46;2.527000000000000e+03
47;2.619000000000000e+03
48;2.354000000000000e+03
49;1.608000000000000e+03
50;2.444000000000000e+03
51;2.537000000000000e+03
52;1.172000000000000e+03
53;2.406000000000000e+03
54;2.305000000000000e+03
55;3.999000000000000e+03
56;1.684000000000000e+03
57;1.006000000000000e+03
0;5.217000000000000e+03
1;3.860000000000000e+03
2;3.803000000000000e+03
3;5.298000000000000e+03
4;3.961000000000000e+03
5;4.341000000000000e+03
6;7.850000000000000e+02
7;3.482000000000000e+03
8;5.766000000000000e+03
9;4.041000000000000e+03
10;3.045000000000000e+03
11;5.166000000000000e+03
12;5.632000000000000e+03
13;4.648000000000000e+03
14;5.304000000000000e+03
15;2.357000000000000e+03
16;4.091000000000000e+03
17;5.113000000000000e+03
18;4.396000000000000e+03
19;5.893000000000000e+03
20;3.925000000000000e+03
21;3.289000000000000e+03
22;4.286000000000000e+03
23;4.929000000000000e+03
24;5.890000000000000e+03
25;4.215000000000000e+03
26;4.208000000000000e+03
27;4.436000000000000e+03
28;3.709000000000000e+03
29;5.480000000000000e+03
31;5.991000000000000e+03
32;4.480000000000000e+03
33;4.971000000000000e+03
34;3.843000000000000e+03
35;3.962000000000000e+03
36;4.791000000000000e+03
37;9.010000000000000e+02
38;3.491000000000000e+03
39;5.687000000000000e+03
40;3.662000000000000e+03
41;1.445000000000000e+03
42;4.615000000000000e+03
43;4.999000000000000e+03
44;4.776000000000000e+03
45;5.106000000000000e+03
46;4.117000000000000e+03
47;3.568000000000000e+03
48;4.137000000000000e+03
49;5.695000000000000e+03
50;3.969000000000000e+03
51;3.986000000000000e+03
52;5.259000000000000e+03
53;3.514000000000000e+03
54;3.414000000000000e+03
55;5.045000000000000e+03
56;4.708000000000000e+03
57;4.619000000000000e+03
0;7.990000000000000e+02
1;3.027000000000000e+03
2;3.067000000000000e+03
3;2.108000000000000e+03
4;2.355000000000000e+03
5;3.603000000000000e+03
6;6.776000000000000e+03
7;2.521000000000000e+03
8;2.280000000000000e+02
9;2.945000000000000e+03
10;3.684000000000000e+03
11;2.417000000000000e+03
12;3.660000000000000e+02
13;4.020000000000000e+03
14;4.591000000000000e+03
15;3.642000000000000e+03
16;3.359000000000000e+03
17;1.240000000000000e+03
18;3.658000000000000e+03
19;5.370000000000000e+02
20;3.872000000000000e+03
21;2.718000000000000e+03
22;2.037000000000000e+03
23;1.428000000000000e+03
24;1.900000000000000e+02
25;3.487000000000000e+03
26;2.496000000000000e+03
27;4.225000000000000e+03
28;3.036000000000000e+03
29;5.490000000000000e+02
30;5.991000000000000e+03
32;3.926000000000000e+03
33;4.320000000000000e+03
34;3.021000000000000e+03
35;3.467000000000000e+03
36;4.171000000000000e+03
37;5.060000000000000e+03
38;3.352000000000000e+03
39;2.970000000000000e+02
40;2.884000000000000e+03
41;5.634000000000000e+03
42;2.696000000000000e+03
43;1.126000000000000e+03
44;4.222000000000000e+03
45;4.557000000000000e+03
46;3.008000000000000e+03
47;3.114000000000000e+03
48;2.846000000000000e+03
49;1.607000000000000e+03
50;2.936000000000000e+03
51;3.162000000000000e+03
52;1.171000000000000e+03
53;2.855000000000000e+03
54;2.918000000000000e+03
55;4.491000000000000e+03
56;2.176000000000000e+03
57;1.498000000000000e+03
0;3.305000000000000e+03
1;1.407000000000000e+03
2;1.102000000000000e+03
3;3.643000000000000e+03
4;1.565000000000000e+03
5;4.890000000000000e+02
6;5.265000000000000e+03
7;1.839000000000000e+03
8;3.724000000000000e+03
9;1.019000000000000e+03
10;1.444000000000000e+03
11;1.678000000000000e+03
12;3.590000000000000e+03
13;1.760000000000000e+02
14;8.180000000000000e+02
15;2.133000000000000e+03
16;5.610000000000000e+02
17;3.039000000000000e+03
18;5.310000000000000e+02
19;4.108000000000000e+03
20;9.380000000000000e+02
21;1.634000000000000e+03
22;1.889000000000000e+03
23;2.517000000000000e+03
24;3.754000000000000e+03
25;7.090000000000000e+02
26;1.468000000000000e+03
27;2.830000000000000e+02
28;4.780000000000000e+02
29;3.434000000000000e+03
30;4.480000000000000e+03
31;3.926000000000000e+03
33;5.470000000000000e+02
34;1.041000000000000e+03
35;6.750000000000000e+02
36;2.900000000000000e+02
37;3.579000000000000e+03
38;1.152000000000000e+03
39;3.639000000000000e+03
40;1.230000000000000e+03
41;4.113000000000000e+03
42;1.402000000000000e+03
43;2.925000000000000e+03
44;2.130000000000000e+02
45;4.350000000000000e+02
46;8.020000000000000e+02
47;1.232000000000000e+03
48;1.072000000000000e+03
49;4.052000000000000e+03
50;9.700000000000000e+02
51;9.490000000000000e+02
52;3.616000000000000e+03
53;1.407000000000000e+03
54;1.511000000000000e+03
55;4.130000000000000e+02
56;1.763000000000000e+03
57;2.725000000000000e+03
0;3.716000000000000e+03
1;1.811000000000000e+03
2;1.505000000000000e+03
3;4.092000000000000e+03
4;1.959000000000000e+03
5;8.550000000000000e+02
6;5.756000000000000e+03
7;2.288000000000000e+03
8;4.128000000000000e+03
9;1.423000000000000e+03
10;1.935000000000000e+03
11;2.082000000000000e+03
12;4.004000000000000e+03
13;3.940000000000000e+02
14;2.620000000000000e+02
15;2.624000000000000e+03
16;9.650000000000000e+02
17;3.433000000000000e+03
18;7.300000000000000e+02
19;4.503000000000000e+03
20;1.200000000000000e+03
21;2.087000000000000e+03
22;2.293000000000000e+03
23;2.686000000000000e+03
24;4.148000000000000e+03
25;9.080000000000000e+02
26;1.637000000000000e+03
27;6.060000000000000e+02
28;1.293000000000000e+03
29;3.828000000000000e+03
30;4.971000000000000e+03
31;4.320000000000000e+03
32;5.470000000000000e+02
34;1.444000000000000e+03
35;1.016000000000000e+03
36;2.570000000000000e+02
37;4.002000000000000e+03
38;1.493000000000000e+03
39;4.041000000000000e+03
40;1.638000000000000e+03
41;4.604000000000000e+03
42;1.802000000000000e+03
43;3.319000000000000e+03
44;3.540000000000000e+02
45;2.290000000000000e+02
46;1.356000000000000e+03
47;1.849000000000000e+03
48;1.475000000000000e+03
49;4.501000000000000e+03
50;1.139000000000000e+03
51;1.352000000000000e+03
52;4.065000000000000e+03
53;1.839000000000000e+03
54;1.931000000000000e+03
55;3.000000000000000e+02
56;1.932000000000000e+03
57;2.899000000000000e+03
0;2.251000000000000e+03
1;3.590000000000000e+02
2;1.580000000000000e+02
3;2.934000000000000e+03
4;6.600000000000000e+02
5;7.300000000000000e+02
6;4.628000000000000e+03
7;1.000000000000000e+03
8;2.883000000000000e+03
9;7.500000000000000e+01
10;9.410000000000000e+02
11;8.710000000000000e+02
12;2.766000000000000e+03
13;1.153000000000000e+03
14;1.716000000000000e+03
15;1.491000000000000e+03
16;4.800000000000000e+02
17;2.134000000000000e+03
18;1.079000000000000e+03
19;3.201000000000000e+03
20;8.420000000000000e+02
21;7.740000000000000e+02
22;9.840000000000000e+02
23;1.841000000000000e+03
24;2.849000000000000e+03
25;6.090000000000000e+02
26;6.690000000000000e+02
27;8.480000000000000e+02
28;3.540000000000000e+02
29;2.529000000000000e+03
30;3.843000000000000e+03
31;3.021000000000000e+03
32;1.041000000000000e+03
33;1.444000000000000e+03
35;5.940000000000000e+02
36;1.187000000000000e+03
37;2.942000000000000e+03
38;3.290000000000000e+02
39;2.734000000000000e+03
40;1.480000000000000e+02
41;3.476000000000000e+03
42;5.670000000000000e+02
43;2.020000000000000e+03
44;1.335000000000000e+03
45;1.672000000000000e+03
46;2.430000000000000e+02
47;2.870000000000000e+02
48;2.680000000000000e+02
49;3.213000000000000e+03
50;1.710000000000000e+02
51;1.070000000000000e+02
52;2.777000000000000e+03
53;3.150000000000000e+02
54;4.190000000000000e+02
55;1.606000000000000e+03
56;1.087000000000000e+03
57;2.049000000000000e+03
0;2.878000000000000e+03
1;1.060000000000000e+03
2;4.390000000000000e+02
3;3.093000000000000e+03
4;1.106000000000000e+03
5;3.640000000000000e+02
6;4.747000000000000e+03
7;1.289000000000000e+03
8;3.277000000000000e+03
9;5.720000000000000e+02
10;9.260000000000000e+02
11;1.231000000000000e+03
12;3.134000000000000e+03
13;6.920000000000000e+02
14;1.350000000000000e+03
15;1.615000000000000e+03
16;1.140000000000000e+02
17;2.580000000000000e+03
18;3.740000000000000e+02
19;3.635000000000000e+03
20;5.240000000000000e+02
21;1.109000000000000e+03
22;1.542000000000000e+03
23;2.057000000000000e+03
24;3.295000000000000e+03
25;2.430000000000000e+02
26;1.022000000000000e+03
27;4.820000000000000e+02
28;2.740000000000000e+02
29;2.975000000000000e+03
30;3.962000000000000e+03
31;3.467000000000000e+03
32;6.750000000000000e+02
33;1.016000000000000e+03
34;5.940000000000000e+02
36;7.590000000000000e+02
37;3.061000000000000e+03
38;7.050000000000000e+02
39;3.180000000000000e+03
40;6.350000000000000e+02
41;3.595000000000000e+03
42;9.710000000000000e+02
43;2.466000000000000e+03
44;9.680000000000000e+02
45;1.306000000000000e+03
46;5.060000000000000e+02
47;7.050000000000000e+02
48;6.250000000000000e+02
49;3.502000000000000e+03
50;5.240000000000000e+02
51;5.020000000000000e+02
52;3.066000000000000e+03
53;9.600000000000000e+02
54;1.064000000000000e+03
55;1.240000000000000e+03
56;1.303000000000000e+03
57;1.974000000000000e+03
0;3.467000000000000e+03
1;1.557000000000000e+03
2;1.248000000000000e+03
3;3.843000000000000e+03
4;1.710000000000000e+03
5;5.980000000000000e+02
6;5.511000000000000e+03
7;2.039000000000000e+03
8;3.870000000000000e+03
9;1.165000000000000e+03
10;1.686000000000000e+03
11;1.824000000000000e+03
12;3.736000000000000e+03
13;1.370000000000000e+02
14;5.280000000000000e+02
15;2.379000000000000e+03
16;7.110000000000000e+02
17;3.184000000000000e+03
18;4.760000000000000e+02
19;4.249000000000000e+03
20;9.430000000000000e+02
21;1.838000000000000e+03
22;2.040000000000000e+03
23;2.806000000000000e+03
24;3.899000000000000e+03
25;6.390000000000000e+02
26;1.627000000000000e+03
27;3.590000000000000e+02
28;1.036000000000000e+03
29;3.579000000000000e+03
30;4.791000000000000e+03
31;4.171000000000000e+03
32;2.900000000000000e+02
33;2.570000000000000e+02
34;1.187000000000000e+03
35;7.590000000000000e+02
37;3.825000000000000e+03
38;1.236000000000000e+03
39;3.784000000000000e+03
40;1.381000000000000e+03
41;4.359000000000000e+03
42;1.553000000000000e+03
43;3.070000000000000e+03
44;3.420000000000000e+02
45;4.920000000000000e+02
46;1.099000000000000e+03
47;1.592000000000000e+03
48;1.218000000000000e+03
49;4.252000000000000e+03
50;1.115000000000000e+03
51;1.095000000000000e+03
52;3.816000000000000e+03
53;1.560000000000000e+03
54;1.672000000000000e+03
55;6.340000000000000e+02
56;1.908000000000000e+03
57;2.570000000000000e+03
0;4.316000000000000e+03
1;2.959000000000000e+03
2;2.902000000000000e+03
3;4.391000000000000e+03
4;3.060000000000000e+03
5;3.440000000000000e+03
6;1.686000000000000e+03
7;2.551000000000000e+03
8;4.835000000000000e+03
9;3.140000000000000e+03
10;2.149000000000000e+03
11;4.265000000000000e+03
12;4.701000000000000e+03
13;3.752000000000000e+03
14;4.408000000000000e+03
15;1.456000000000000e+03
16;3.190000000000000e+03
17;4.182000000000000e+03
18;3.495000000000000e+03
19;4.962000000000000e+03
20;3.024000000000000e+03
21;2.388000000000000e+03
22;3.385000000000000e+03
23;4.038000000000000e+03
24;4.959000000000000e+03
25;3.314000000000000e+03
26;3.307000000000000e+03
27;3.535000000000000e+03
28;2.808000000000000e+03
29;4.549000000000000e+03
30;9.010000000000000e+02
31;5.060000000000000e+03
32;3.579000000000000e+03
33;4.002000000000000e+03
34;2.942000000000000e+03
35;3.061000000000000e+03
36;3.825000000000000e+03
38;2.590000000000000e+03
39;4.848000000000000e+03
40;2.761000000000000e+03
41;5.440000000000000e+02
42;3.481000000000000e+03
43;4.068000000000000e+03
