recorded_date,age_group,sex,observed_ethnicity,domestic_abuse,borough,method_of_killing,solved_status,year,month.name,season
2006-11-01,20 to 24,Male,Black,Not Domestic Abuse,Hackney,Shooting,Unsolved,4,NOV,autumn
2006-11-01,35 to 44,Male,White,Not Domestic Abuse,Merton,Physical Assault,Solved,4,NOV,autumn
2006-11-01,13 to 19,Male,Black,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,4,NOV,autumn
2006-12-01,55 to 64,Female,Other,Not Domestic Abuse,Kingston Upon Thames,Blunt Implement,Solved,4,DEC,winter
2006-12-01,35 to 44,Male,White,Not Domestic Abuse,Sutton,Shooting,Solved,4,DEC,winter
2006-12-01,35 to 44,Male,White,Domestic Abuse,Merton,Physical Assault,Solved,4,DEC,winter
2006-12-01,25 to 34,Male,White,Not Domestic Abuse,Bexley,Blunt Implement,Solved,4,DEC,winter
2006-12-01,35 to 44,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,4,DEC,winter
2006-12-01,25 to 34,Male,Black,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Unsolved,4,DEC,winter
2006-12-01,20 to 24,Female,White,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,4,DEC,winter
2006-12-01,25 to 34,Male,Not Reported/Not known,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,4,DEC,winter
2006-12-01,0 to 12,Female,Black,Not Domestic Abuse,Sutton,Blunt Implement,Solved,4,DEC,winter
2006-12-01,65 and over,Male,Black,Not Domestic Abuse,Tower Hamlets,Physical Assault,Solved,4,DEC,winter
2007-01-01,13 to 19,Male,Black,Not Domestic Abuse,Barking & Dagenham,Knife or Sharp Implement,Solved,5,JAN,winter
2007-01-01,25 to 34,Male,Black,Not Domestic Abuse,Barking & Dagenham,Shooting,Unsolved,5,JAN,winter
2007-01-01,35 to 44,Male,Black,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,5,JAN,winter
2007-01-01,13 to 19,Male,Black,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,5,JAN,winter
2007-01-01,0 to 12,Female,Asian,Domestic Abuse,Newham,Physical Assault,Solved,5,JAN,winter
2007-01-01,0 to 12,Female,Asian,Domestic Abuse,Newham,Physical Assault,Solved,5,JAN,winter
2007-01-01,25 to 34,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,5,JAN,winter
2007-01-01,45 to 54,Female,White,Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,5,JAN,winter
2007-01-01,55 to 64,Male,White,Not Domestic Abuse,Barnet,Shooting,Solved,5,JAN,winter
2007-01-01,25 to 34,Male,Asian,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,5,JAN,winter
2007-01-01,13 to 19,Male,Black,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,5,JAN,winter
2007-01-01,25 to 34,Male,White,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,5,JAN,winter
2007-01-01,0 to 12,Male,Black,Not Domestic Abuse,Hackney,Blunt Implement,Solved,5,JAN,winter
2007-01-01,0 to 12,Female,Black,Not Domestic Abuse,Hackney,Blunt Implement,Solved,5,JAN,winter
2007-01-01,35 to 44,Male,White,Not Domestic Abuse,Hounslow,Shooting,Unsolved,5,JAN,winter
2007-02-01,20 to 24,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,5,FEB,winter
2007-02-01,13 to 19,Male,Black,Not Domestic Abuse,Lambeth,Shooting,Unsolved,5,FEB,winter
2007-02-01,45 to 54,Male,Black,Not Domestic Abuse,Southwark,Shooting,Solved,5,FEB,winter
2007-02-01,13 to 19,Male,Black,Not Domestic Abuse,Southwark,Shooting,Solved,5,FEB,winter
2007-02-01,13 to 19,Male,Not Reported/Not known,Not Domestic Abuse,Lambeth,Shooting,Unsolved,5,FEB,winter
2007-02-01,25 to 34,Male,White,Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,5,FEB,winter
2007-02-01,25 to 34,Male,Black,Not Domestic Abuse,Hackney,Shooting,Solved,5,FEB,winter
2007-02-01,45 to 54,Male,White,Not Domestic Abuse,Islington,Blunt Implement,Solved,5,FEB,winter
2007-02-01,25 to 34,Male,White,Not Domestic Abuse,Hillingdon,Knife or Sharp Implement,Solved,5,FEB,winter
2007-03-01,25 to 34,Male,Asian,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,5,MAR,spring
2007-03-01,25 to 34,Male,White,Not Domestic Abuse,Hillingdon,Knife or Sharp Implement,Solved,5,MAR,spring
2007-03-01,20 to 24,Male,Black,Not Domestic Abuse,Hammersmith & Fulham,Shooting,Unsolved,5,MAR,spring
2007-03-01,13 to 19,Male,Black,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,5,MAR,spring
2007-03-01,13 to 19,Male,Black,Not Domestic Abuse,Newham,Knife or Sharp Implement,Unsolved,5,MAR,spring
2007-03-01,35 to 44,Female,White,Domestic Abuse,Greenwich,Shooting,Solved,5,MAR,spring
2007-03-01,25 to 34,Male,Asian,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,5,MAR,spring
2007-04-01,45 to 54,Male,White,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Unsolved,5,APR,spring
2007-04-01,65 and over,Male,White,Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,5,APR,spring
2007-04-01,20 to 24,Female,White,Not Domestic Abuse,Wandsworth,Shooting,Solved,5,APR,spring
2007-04-01,13 to 19,Male,Black,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,5,APR,spring
2007-04-01,35 to 44,Male,Asian,Domestic Abuse,Newham,Knife or Sharp Implement,Solved,5,APR,spring
2007-04-01,45 to 54,Male,White,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,5,APR,spring
2007-04-01,20 to 24,Female,Asian,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,5,APR,spring
2007-04-01,25 to 34,Male,Black,Not Domestic Abuse,Ealing,Shooting,Unsolved,5,APR,spring
2007-04-01,25 to 34,Male,White,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,5,APR,spring
2007-05-01,20 to 24,Male,Black,Not Domestic Abuse,Lewisham,Shooting,Solved,5,MAY,spring
2007-05-01,0 to 12,Male,Black,Not Domestic Abuse,Croydon,Physical Assault,Solved,5,MAY,spring
2007-05-01,0 to 12,Female,Black,Not Domestic Abuse,Croydon,Physical Assault,Solved,5,MAY,spring
2007-05-01,35 to 44,Male,Black,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,5,MAY,spring
2007-05-01,13 to 19,Male,Black,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,5,MAY,spring
2007-05-01,35 to 44,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,5,MAY,spring
2007-05-01,13 to 19,Female,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,5,MAY,spring
2007-06-01,35 to 44,Male,White,Not Domestic Abuse,Havering,Shooting,Solved,5,JUN,summer
2007-06-01,25 to 34,Male,Asian,Not Domestic Abuse,Lambeth,Physical Assault,Solved,5,JUN,summer
2007-06-01,25 to 34,Male,White,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,55 to 64,Male,Asian,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,25 to 34,Male,White,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,25 to 34,Male,White,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,55 to 64,Male,White,Not Domestic Abuse,Bromley,Physical Assault,Solved,5,JUN,summer
2007-06-01,55 to 64,Male,White,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,45 to 54,Male,White,Not Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,25 to 34,Male,Asian,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,25 to 34,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,45 to 54,Male,White,Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,13 to 19,Female,Black,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,35 to 44,Female,White,Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,20 to 24,Male,Black,Not Domestic Abuse,Kingston Upon Thames,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,20 to 24,Male,White,Not Domestic Abuse,Ealing,Shooting,Unsolved,5,JUN,summer
2007-06-01,13 to 19,Female,Black,Not Domestic Abuse,Haringey,Shooting,Solved,5,JUN,summer
2007-06-01,13 to 19,Male,White,Not Domestic Abuse,Bromley,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,13 to 19,Male,White,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,5,JUN,summer
2007-06-01,13 to 19,Male,Asian,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,5,JUN,summer
2007-07-01,20 to 24,Female,White,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,5,JUL,summer
2007-07-01,25 to 34,Male,White,Not Domestic Abuse,Hillingdon,Knife or Sharp Implement,Solved,5,JUL,summer
2007-07-01,20 to 24,Male,Black,Not Domestic Abuse,Enfield,Shooting,Solved,5,JUL,summer
2007-07-01,20 to 24,Male,White,Not Domestic Abuse,Barking & Dagenham,Knife or Sharp Implement,Solved,5,JUL,summer
2007-07-01,45 to 54,Female,Asian,Not Domestic Abuse,Enfield,Physical Assault,Solved,5,JUL,summer
2007-07-01,25 to 34,Male,Black,Not Domestic Abuse,Lambeth,Shooting,Unsolved,5,JUL,summer
2007-07-01,20 to 24,Male,Black,Not Domestic Abuse,Greenwich,Shooting,Solved,5,JUL,summer
2007-07-01,45 to 54,Male,Black,Not Domestic Abuse,Hammersmith & Fulham,Shooting,Solved,5,JUL,summer
2007-07-01,45 to 54,Female,Black,Domestic Abuse,Lambeth,Blunt Implement,Solved,5,JUL,summer
2007-07-01,13 to 19,Male,Black,Not Domestic Abuse,Lambeth,Shooting,Solved,5,JUL,summer
2007-07-01,25 to 34,Male,Asian,Not Domestic Abuse,Barking & Dagenham,Blunt Implement,Unsolved,5,JUL,summer
2007-08-01,20 to 24,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,5,AUG,summer
2007-08-01,25 to 34,Male,White,Not Domestic Abuse,Camden,Knife or Sharp Implement,Solved,5,AUG,summer
2007-08-01,25 to 34,Male,White,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,5,AUG,summer
2007-08-01,13 to 19,Male,Black,Not Domestic Abuse,Lambeth,Shooting,Solved,5,AUG,summer
2007-08-01,25 to 34,Male,Asian,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,5,AUG,summer
2007-08-01,25 to 34,Male,Asian,Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,5,AUG,summer
2007-08-01,55 to 64,Female,White,Not Domestic Abuse,Camden,Knife or Sharp Implement,Solved,5,AUG,summer
2007-08-01,0 to 12,Female,Black,Not Domestic Abuse,Barking & Dagenham,Knife or Sharp Implement,Solved,5,AUG,summer
2007-08-01,20 to 24,Female,White,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,5,AUG,summer
2007-08-01,20 to 24,Male,White,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,5,AUG,summer
2007-08-01,65 and over,Female,White,Domestic Abuse,Hounslow,Blunt Implement,Solved,5,AUG,summer
2007-08-01,13 to 19,Male,Black,Not Domestic Abuse,Newham,Knife or Sharp Implement,Unsolved,5,AUG,summer
2007-09-01,35 to 44,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,5,SEP,autumn
2007-09-01,25 to 34,Male,White,Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,5,SEP,autumn
2007-09-01,20 to 24,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,5,SEP,autumn
2007-09-01,35 to 44,Male,White,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,5,SEP,autumn
2007-09-01,35 to 44,Male,Black,Not Domestic Abuse,Southwark,Shooting,Unsolved,5,SEP,autumn
2007-09-01,20 to 24,Male,Black,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,5,SEP,autumn
2007-09-01,25 to 34,Male,Not Reported/Not known,Domestic Abuse,Hounslow,Blunt Implement,Solved,5,SEP,autumn
2007-09-01,13 to 19,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Unsolved,5,SEP,autumn
2007-09-01,25 to 34,Male,Black,Not Domestic Abuse,Ealing,Shooting,Unsolved,5,SEP,autumn
2007-09-01,45 to 54,Male,White,Domestic Abuse,Camden,Knife or Sharp Implement,Solved,5,SEP,autumn
2007-09-01,25 to 34,Male,Other,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,5,SEP,autumn
2007-10-01,25 to 34,Female,White,Not Domestic Abuse,Lewisham,Shooting,Solved,5,OCT,autumn
2007-10-01,20 to 24,Male,Black,Not Domestic Abuse,Lambeth,Shooting,Solved,5,OCT,autumn
2007-10-01,13 to 19,Male,Asian,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,5,OCT,autumn
2007-10-01,45 to 54,Male,Asian,Not Domestic Abuse,Brent,Knife or Sharp Implement,Solved,5,OCT,autumn
2007-10-01,35 to 44,Male,White,Not Domestic Abuse,Bexley,Knife or Sharp Implement,Solved,5,OCT,autumn
2007-10-01,13 to 19,Male,Black,Not Domestic Abuse,Greenwich,Shooting,Unsolved,5,OCT,autumn
2007-10-01,35 to 44,Male,Black,Not Domestic Abuse,Lambeth,Shooting,Solved,5,OCT,autumn
2007-10-01,0 to 12,Male,White,Not Domestic Abuse,Barnet,Physical Assault,Solved,5,OCT,autumn
2007-11-01,13 to 19,Male,White,Not Domestic Abuse,Hackney,Shooting,Solved,5,NOV,autumn
2007-11-01,13 to 19,Male,Black,Not Domestic Abuse,Newham,Physical Assault,Solved,5,NOV,autumn
2007-11-01,35 to 44,Male,Black,Not Domestic Abuse,Croydon,Physical Assault,Solved,5,NOV,autumn
2007-11-01,35 to 44,Female,White,Domestic Abuse,Newham,Physical Assault,Solved,5,NOV,autumn
2007-11-01,35 to 44,Male,White,Not Domestic Abuse,Sutton,Knife or Sharp Implement,Solved,5,NOV,autumn
2007-12-01,20 to 24,Female,White,Domestic Abuse,Bromley,Knife or Sharp Implement,Solved,5,DEC,winter
2007-12-01,20 to 24,Male,White,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,5,DEC,winter
2007-12-01,13 to 19,Male,White,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,5,DEC,winter
2007-12-01,25 to 34,Male,Asian,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,5,DEC,winter
2007-12-01,13 to 19,Male,Black,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,5,DEC,winter
2007-12-01,20 to 24,Male,Black,Not Domestic Abuse,Southwark,Shooting,Unsolved,5,DEC,winter
2008-01-01,13 to 19,Male,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,6,JAN,winter
2008-01-01,35 to 44,Female,White,Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,6,JAN,winter
2008-01-01,13 to 19,Male,White,Not Domestic Abuse,Bexley,Knife or Sharp Implement,Solved,6,JAN,winter
2008-01-01,55 to 64,Male,White,Domestic Abuse,Brent,Shooting,Solved,6,JAN,winter
2008-01-01,25 to 34,Male,Other,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,6,JAN,winter
2008-01-01,13 to 19,Male,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,6,JAN,winter
2008-01-01,35 to 44,Male,White,Not Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,6,JAN,winter
2008-01-01,45 to 54,Male,Black,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,6,JAN,winter
2008-01-01,13 to 19,Male,Black,Not Domestic Abuse,Ealing,Blunt Implement,Solved,6,JAN,winter
2008-01-01,35 to 44,Male,White,Not Domestic Abuse,Merton,Knife or Sharp Implement,Solved,6,JAN,winter
2008-02-01,35 to 44,Male,White,Not Domestic Abuse,Camden,Knife or Sharp Implement,Solved,6,FEB,winter
2008-02-01,25 to 34,Male,Black,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,6,FEB,winter
2008-02-01,25 to 34,Male,White,Not Domestic Abuse,Hillingdon,Knife or Sharp Implement,Solved,6,FEB,winter
2008-02-01,35 to 44,Male,White,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,6,FEB,winter
2008-02-01,25 to 34,Female,White,Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,6,FEB,winter
2008-02-01,13 to 19,Male,Black,Not Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,6,FEB,winter
2008-02-01,55 to 64,Female,White,Not Domestic Abuse,Merton,Physical Assault,Solved,6,FEB,winter
2008-02-01,13 to 19,Male,Asian,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,6,FEB,winter
2008-02-01,20 to 24,Male,Black,Not Domestic Abuse,Merton,Knife or Sharp Implement,Solved,6,FEB,winter
2008-02-01,55 to 64,Female,White,Not Domestic Abuse,Newham,Physical Assault,Unsolved,6,FEB,winter
2008-03-01,20 to 24,Male,Asian,Not Domestic Abuse,Redbridge,Shooting,Unsolved,6,MAR,spring
2008-03-01,35 to 44,Male,White,Not Domestic Abuse,Brent,Blunt Implement,Solved,6,MAR,spring
2008-03-01,13 to 19,Male,Black,Not Domestic Abuse,Enfield,Blunt Implement,Solved,6,MAR,spring
2008-03-01,65 and over,Male,White,Not Domestic Abuse,Brent,Physical Assault,Unsolved,6,MAR,spring
2008-03-01,45 to 54,Male,White,Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,6,MAR,spring
2008-03-01,25 to 34,Male,White,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,6,MAR,spring
2008-03-01,13 to 19,Male,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,6,MAR,spring
2008-03-01,13 to 19,Male,Black,Not Domestic Abuse,Lambeth,Shooting,Unsolved,6,MAR,spring
2008-03-01,25 to 34,Male,White,Domestic Abuse,Hackney,Blunt Implement,Solved,6,MAR,spring
2008-03-01,45 to 54,Male,White,Not Domestic Abuse,Harrow,Knife or Sharp Implement,Solved,6,MAR,spring
2008-03-01,25 to 34,Male,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,6,MAR,spring
2008-03-01,13 to 19,Male,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,6,MAR,spring
2008-03-01,13 to 19,Male,Other,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,6,MAR,spring
2008-03-01,35 to 44,Male,White,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,6,MAR,spring
2008-04-01,20 to 24,Male,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,6,APR,spring
2008-04-01,65 and over,Male,Asian,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,6,APR,spring
2008-04-01,65 and over,Female,Black,Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,6,APR,spring
2008-04-01,45 to 54,Male,White,Not Domestic Abuse,Barking & Dagenham,Physical Assault,Solved,6,APR,spring
2008-04-01,25 to 34,Male,Black,Not Domestic Abuse,Tower Hamlets,Blunt Implement,Solved,6,APR,spring
2008-04-01,35 to 44,Male,Asian,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,6,APR,spring
2008-04-01,35 to 44,Male,White,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,6,APR,spring
2008-04-01,35 to 44,Male,White,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,6,APR,spring
2008-04-01,25 to 34,Male,Black,Not Domestic Abuse,Ealing,Shooting,Solved,6,APR,spring
2008-05-01,35 to 44,Male,Black,Not Domestic Abuse,Brent,Knife or Sharp Implement,Solved,6,MAY,spring
2008-05-01,25 to 34,Male,White,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,6,MAY,spring
2008-05-01,35 to 44,Male,White,Not Domestic Abuse,Haringey,Physical Assault,Solved,6,MAY,spring
2008-05-01,13 to 19,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,6,MAY,spring
2008-05-01,20 to 24,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,6,MAY,spring
2008-05-01,65 and over,Female,Black,Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,6,MAY,spring
2008-05-01,13 to 19,Male,White,Not Domestic Abuse,Lewisham,Blunt Implement,Solved,6,MAY,spring
2008-05-01,20 to 24,Male,Black,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,6,MAY,spring
2008-05-01,25 to 34,Female,White,Not Domestic Abuse,Haringey,Shooting,Unsolved,6,MAY,spring
2008-05-01,25 to 34,Male,White,Not Domestic Abuse,Barnet,Physical Assault,Solved,6,MAY,spring
2008-05-01,13 to 19,Male,Black,Not Domestic Abuse,Camden,Shooting,Solved,6,MAY,spring
2008-05-01,13 to 19,Male,White,Not Domestic Abuse,Bexley,Knife or Sharp Implement,Solved,6,MAY,spring
2008-05-01,0 to 12,Male,Asian,Not Domestic Abuse,Sutton,Knife or Sharp Implement,Solved,6,MAY,spring
2008-05-01,0 to 12,Female,Asian,Not Domestic Abuse,Sutton,Knife or Sharp Implement,Solved,6,MAY,spring
2008-06-01,35 to 44,Male,White,Not Domestic Abuse,Brent,Physical Assault,Solved,6,JUN,summer
2008-06-01,13 to 19,Female,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,6,JUN,summer
2008-06-01,35 to 44,Female,White,Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,6,JUN,summer
2008-06-01,55 to 64,Male,White,Not Domestic Abuse,Merton,Physical Assault,Solved,6,JUN,summer
2008-06-01,35 to 44,Female,Black,Domestic Abuse,Islington,Knife or Sharp Implement,Solved,6,JUN,summer
2008-06-01,13 to 19,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,6,JUN,summer
2008-06-01,20 to 24,Female,Black,Domestic Abuse,Islington,Knife or Sharp Implement,Solved,6,JUN,summer
2008-06-01,20 to 24,Male,White,Not Domestic Abuse,Lewisham,Blunt Implement,Solved,6,JUN,summer
2008-06-01,13 to 19,Male,White,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,6,JUN,summer
2008-06-01,20 to 24,Male,White,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,6,JUN,summer
2008-06-01,20 to 24,Male,White,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,6,JUN,summer
2008-06-01,65 and over,Female,White,Domestic Abuse,Havering,Physical Assault,Solved,6,JUN,summer
2008-07-01,25 to 34,Male,White,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,6,JUL,summer
2008-07-01,25 to 34,Female,White,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,6,JUL,summer
2008-07-01,13 to 19,Male,Black,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,6,JUL,summer
2008-07-01,20 to 24,Male,White,Not Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,6,JUL,summer
2008-07-01,35 to 44,Male,White,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,6,JUL,summer
2008-07-01,20 to 24,Male,Asian,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,6,JUL,summer
2008-07-01,20 to 24,Male,Black,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,6,JUL,summer
2008-07-01,13 to 19,Male,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,6,JUL,summer
2008-07-01,35 to 44,Female,Asian,Domestic Abuse,Newham,Blunt Implement,Solved,6,JUL,summer
2008-07-01,13 to 19,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,6,JUL,summer
2008-07-01,25 to 34,Male,Black,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,6,JUL,summer
2008-07-01,35 to 44,Male,White,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,6,JUL,summer
2008-07-01,35 to 44,Male,Black,Not Domestic Abuse,Tower Hamlets,Shooting,Solved,6,JUL,summer
2008-07-01,35 to 44,Male,Asian,Not Domestic Abuse,Hackney,Blunt Implement,Solved,6,JUL,summer
2008-07-01,35 to 44,Female,White,Domestic Abuse,Islington,Knife or Sharp Implement,Solved,6,JUL,summer
2008-08-01,20 to 24,Female,White,Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,6,AUG,summer
2008-08-01,45 to 54,Male,Black,Not Domestic Abuse,Newham,Shooting,Solved,6,AUG,summer
2008-08-01,35 to 44,Male,White,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,6,AUG,summer
2008-08-01,13 to 19,Male,Black,Not Domestic Abuse,Southwark,Shooting,Solved,6,AUG,summer
2008-08-01,55 to 64,Male,Black,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,6,AUG,summer
2008-08-01,65 and over,Female,Asian,Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,6,AUG,summer
2008-08-01,13 to 19,Male,Asian,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,6,AUG,summer
2008-08-01,20 to 24,Male,Black,Not Domestic Abuse,Southwark,Shooting,Unsolved,6,AUG,summer
2008-08-01,13 to 19,Male,Black,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,6,AUG,summer
2008-08-01,13 to 19,Male,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,6,AUG,summer
2008-09-01,45 to 54,Female,Black,Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,6,SEP,autumn
2008-09-01,13 to 19,Male,Black,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,6,SEP,autumn
2008-09-01,45 to 54,Male,Black,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,6,SEP,autumn
2008-09-01,45 to 54,Female,White,Not Domestic Abuse,Southwark,Physical Assault,Solved,6,SEP,autumn
2008-09-01,20 to 24,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Unsolved,6,SEP,autumn
2008-09-01,20 to 24,Female,Asian,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,6,SEP,autumn
2008-09-01,13 to 19,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,6,SEP,autumn
2008-10-01,45 to 54,Female,Asian,Not Domestic Abuse,Waltham Forest,Physical Assault,Solved,6,OCT,autumn
2008-10-01,25 to 34,Male,Asian,Not Domestic Abuse,Hounslow,Knife or Sharp Implement,Solved,6,OCT,autumn
2008-10-01,35 to 44,Female,Asian,Domestic Abuse,Ealing,Physical Assault,Solved,6,OCT,autumn
2008-10-01,20 to 24,Male,Black,Not Domestic Abuse,Southwark,Shooting,Solved,6,OCT,autumn
2008-10-01,25 to 34,Male,Other,Not Domestic Abuse,Barnet,Shooting,Solved,6,OCT,autumn
